timestamp,RTT_raw (nSec),RTT_est,Distance (meters)
2025-08-18 22:37:13.155939,15,15,2.25
2025-08-18 22:37:14.691485,15,15,2.25
2025-08-18 22:37:16.227777,16,16,2.4
2025-08-18 22:37:17.763935,15,15,2.25
2025-08-18 22:37:19.299163,14,14,2.1
2025-08-18 22:37:20.835933,15,15,2.25
2025-08-18 22:37:22.372255,16,16,2.4
2025-08-18 22:37:23.907574,13,13,1.95
2025-08-18 22:37:25.442872,16,16,2.4
2025-08-18 22:37:27.001377,16,16,2.4
2025-08-18 22:37:28.516003,14,14,2.1
2025-08-18 22:37:30.052960,13,13,1.95
2025-08-18 22:37:31.588042,16,16,2.4
2025-08-18 22:37:33.125174,15,15,2.25
2025-08-18 22:37:34.659485,14,14,2.1
2025-08-18 22:37:36.202129,15,15,2.25
2025-08-18 22:37:37.732425,14,14,2.1
2025-08-18 22:37:39.267491,14,14,2.1
2025-08-18 22:37:40.804209,14,14,2.1
2025-08-18 22:37:42.339830,15,15,2.25
2025-08-18 22:37:43.875703,14,14,2.1
2025-08-18 22:37:45.412528,12,12,1.8
2025-08-18 22:37:46.951276,16,16,2.4
2025-08-18 22:37:48.485128,14,14,2.1
2025-08-18 22:37:50.019714,14,14,2.1
2025-08-18 22:37:51.556841,17,17,2.55
2025-08-18 22:37:53.094439,12,12,1.8
2025-08-18 22:37:54.628313,14,14,2.1
2025-08-18 22:37:56.164758,15,15,2.25
2025-08-18 22:37:57.700439,15,15,2.25
2025-08-18 22:37:59.235376,16,16,2.4
2025-08-18 22:38:00.773970,15,15,2.25
2025-08-18 22:38:02.307717,16,16,2.4
2025-08-18 22:38:03.846386,15,15,2.25
2025-08-18 22:38:05.380246,15,15,2.25
2025-08-18 22:38:06.917052,15,15,2.25
2025-08-18 22:38:08.454583,18,18,2.7
2025-08-18 22:38:09.992860,15,15,2.25
2025-08-18 22:38:11.524062,15,15,2.25
2025-08-18 22:38:13.062584,15,15,2.25
2025-08-18 22:38:14.596259,15,15,2.25
2025-08-18 22:38:16.134215,18,18,2.7
2025-08-18 22:38:17.668229,17,17,2.55
2025-08-18 22:38:19.204301,13,13,1.95
2025-08-18 22:38:20.741558,15,15,2.25
2025-08-18 22:38:22.277353,17,17,2.55
2025-08-18 22:38:23.812185,15,15,2.25
2025-08-18 22:38:25.349424,17,17,2.55
2025-08-18 22:38:26.884043,16,16,2.4
2025-08-18 22:38:28.421906,17,17,2.55
2025-08-18 22:38:29.956941,15,15,2.25
2025-08-18 22:38:31.496435,16,16,2.4
2025-08-18 22:38:33.029235,15,15,2.25
2025-08-18 22:38:34.565038,15,15,2.25
2025-08-18 22:38:36.100694,15,15,2.25
2025-08-18 22:38:37.637252,17,17,2.55
2025-08-18 22:38:39.172824,17,17,2.55
2025-08-18 22:38:40.710249,15,15,2.25
2025-08-18 22:38:42.244896,14,14,2.1
2025-08-18 22:38:43.780607,14,14,2.1
2025-08-18 22:38:45.319318,16,16,2.4
2025-08-18 22:38:46.853536,14,14,2.1
2025-08-18 22:38:48.389574,13,13,1.95
2025-08-18 22:38:49.925047,16,16,2.4
2025-08-18 22:38:51.463323,13,13,1.95
2025-08-18 22:38:52.997338,15,15,2.25
2025-08-18 22:38:54.533974,15,15,2.25
2025-08-18 22:38:56.069705,12,12,1.8
2025-08-18 22:38:57.604559,17,17,2.55
2025-08-18 22:38:59.141216,16,16,2.4
2025-08-18 22:39:00.677798,14,14,2.1
2025-08-18 22:39:02.212689,16,16,2.4
2025-08-18 22:39:03.750182,16,16,2.4
2025-08-18 22:39:05.285201,12,12,1.8
2025-08-18 22:39:06.821269,15,15,2.25
2025-08-18 22:39:08.357622,15,15,2.25
2025-08-18 22:39:09.893887,13,13,1.95
2025-08-18 22:39:11.429220,15,15,2.25
2025-08-18 22:39:12.967250,16,16,2.4
2025-08-18 22:39:14.505486,16,16,2.4
2025-08-18 22:39:16.040000,15,15,2.25
2025-08-18 22:39:17.573854,15,15,2.25
2025-08-18 22:39:19.110352,16,16,2.4
2025-08-18 22:39:20.648686,17,17,2.55
2025-08-18 22:39:22.182424,16,16,2.4
