timestamp,RTT_raw (nSec),RTT_est,Distance (meters)
2025-08-18 22:04:43.398541,38,38,5.7
2025-08-18 22:04:44.932101,38,38,5.7
2025-08-18 22:04:46.469377,37,37,5.55
2025-08-18 22:04:48.008160,37,37,5.55
2025-08-18 22:04:49.540000,38,38,5.7
2025-08-18 22:04:51.077754,37,37,5.55
2025-08-18 22:04:52.616190,37,37,5.55
2025-08-18 22:04:54.149777,38,38,5.7
2025-08-18 22:04:55.687019,38,38,5.7
2025-08-18 22:04:57.223262,35,35,5.25
2025-08-18 22:04:58.756703,38,38,5.7
2025-08-18 22:05:00.294585,37,37,5.55
2025-08-18 22:05:01.828924,36,36,5.4
2025-08-18 22:05:03.367059,37,37,5.55
2025-08-18 22:05:04.901360,36,36,5.4
2025-08-18 22:05:06.437971,36,36,5.4
2025-08-18 22:05:07.974075,37,37,5.55
2025-08-18 22:05:09.508933,36,36,5.4
2025-08-18 22:05:11.047224,35,35,5.25
2025-08-18 22:05:12.581607,36,36,5.4
2025-08-18 22:05:14.118991,37,37,5.55
2025-08-18 22:05:15.655231,35,35,5.25
2025-08-18 22:05:17.190693,37,37,5.55
2025-08-18 22:05:18.724859,36,36,5.4
2025-08-18 22:05:20.264007,36,36,5.4
2025-08-18 22:05:21.796472,35,35,5.25
2025-08-18 22:05:23.334451,36,36,5.4
2025-08-18 22:05:24.871667,36,36,5.4
2025-08-18 22:05:26.406004,36,36,5.4
2025-08-18 22:05:27.944177,36,36,5.4
2025-08-18 22:05:29.479970,36,36,5.4
2025-08-18 22:05:31.015355,38,38,5.7
2025-08-18 22:05:32.550153,36,36,5.4
2025-08-18 22:05:34.085670,36,36,5.4
2025-08-18 22:05:35.621947,35,35,5.25
2025-08-18 22:05:37.157295,35,35,5.25
2025-08-18 22:05:38.693662,36,36,5.4
2025-08-18 22:05:40.229232,35,35,5.25
2025-08-18 22:05:41.767536,37,37,5.55
2025-08-18 22:05:43.302489,35,35,5.25
2025-08-18 22:05:44.838266,35,35,5.25
2025-08-18 22:05:46.374891,35,35,5.25
2025-08-18 22:05:47.909919,37,37,5.55
2025-08-18 22:05:49.446079,35,35,5.25
2025-08-18 22:05:50.985141,35,35,5.25
2025-08-18 22:05:52.517810,36,36,5.4
