timestamp,RTT_raw (nSec),RTT_est,Distance (meters)
2025-08-18 23:14:49.877225,8,8,1.2
2025-08-18 23:14:51.412573,9,9,1.35
2025-08-18 23:14:52.949528,8,8,1.2
2025-08-18 23:14:54.483902,9,9,1.35
2025-08-18 23:14:56.020804,7,7,1.05
2025-08-18 23:14:57.556986,9,9,1.35
2025-08-18 23:14:59.093293,7,7,1.05
2025-08-18 23:15:00.628477,7,7,1.05
2025-08-18 23:15:02.168746,6,6,0.9
2025-08-18 23:15:03.700787,8,8,1.2
2025-08-18 23:15:05.237442,8,8,1.2
2025-08-18 23:15:06.775119,8,8,1.2
2025-08-18 23:15:08.310268,5,5,0.75
2025-08-18 23:15:09.844382,7,7,1.05
2025-08-18 23:15:11.380226,8,8,1.2
2025-08-18 23:15:12.916104,7,7,1.05
2025-08-18 23:15:14.455593,8,8,1.2
2025-08-18 23:15:15.989578,8,8,1.2
2025-08-18 23:15:17.525381,9,9,1.35
2025-08-18 23:15:19.060981,9,9,1.35
2025-08-18 23:15:20.597070,9,9,1.35
2025-08-18 23:15:22.133007,10,10,1.5
2025-08-18 23:15:23.669218,7,7,1.05
2025-08-18 23:15:25.206405,9,9,1.35
2025-08-18 23:15:26.741678,7,7,1.05
2025-08-18 23:15:28.279732,7,7,1.05
2025-08-18 23:15:29.813091,6,6,0.9
2025-08-18 23:15:31.349417,7,7,1.05
2025-08-18 23:15:32.886237,7,7,1.05
2025-08-18 23:15:34.423032,9,9,1.35
2025-08-18 23:15:35.956715,8,8,1.2
2025-08-18 23:15:37.494637,5,5,0.75
2025-08-18 23:15:39.031425,9,9,1.35
2025-08-18 23:15:40.564893,5,5,0.75
2025-08-18 23:15:42.101430,8,8,1.2
2025-08-18 23:15:43.640978,9,9,1.35
2025-08-18 23:15:45.174544,9,9,1.35
2025-08-18 23:15:46.711092,8,8,1.2
2025-08-18 23:15:48.245428,6,6,0.9
2025-08-18 23:15:49.885806,4,4,0.6
2025-08-18 23:15:51.420018,9,9,1.35
2025-08-18 23:15:52.957232,4,4,0.6
2025-08-18 23:15:54.507177,9,9,1.35
2025-08-18 23:15:56.028311,9,9,1.35
2025-08-18 23:15:57.563833,9,9,1.35
2025-08-18 23:15:59.100922,10,10,1.5
2025-08-18 23:16:00.636857,10,10,1.5
2025-08-18 23:16:02.171808,10,10,1.5
2025-08-18 23:16:03.710864,8,8,1.2
2025-08-18 23:16:05.244064,10,10,1.5
2025-08-18 23:16:06.781066,6,6,0.9
