timestamp,RTT_raw (nSec),RTT_est,Distance (meters)
2025-08-18 22:43:22.910000,12,12,1.8
2025-08-18 22:43:24.449723,12,12,1.8
2025-08-18 22:43:25.987793,12,12,1.8
2025-08-18 22:43:27.517176,13,13,1.95
2025-08-18 22:43:29.058163,12,12,1.8
2025-08-18 22:43:30.591795,13,13,1.95
2025-08-18 22:43:32.126165,12,12,1.8
2025-08-18 22:43:33.667529,13,13,1.95
2025-08-18 22:43:35.200785,14,14,2.1
2025-08-18 22:43:36.736418,13,13,1.95
2025-08-18 22:43:38.270530,12,12,1.8
2025-08-18 22:43:39.806735,12,12,1.8
2025-08-18 22:43:41.349152,13,13,1.95
2025-08-18 22:43:42.878238,11,11,1.65
2025-08-18 22:43:44.417390,13,13,1.95
2025-08-18 22:43:45.953490,12,12,1.8
2025-08-18 22:43:47.490837,14,14,2.1
2025-08-18 22:43:49.022769,13,13,1.95
2025-08-18 22:43:50.557282,13,13,1.95
2025-08-18 22:43:52.095003,14,14,2.1
2025-08-18 22:43:53.647743,12,12,1.8
2025-08-18 22:43:55.166773,13,13,1.95
2025-08-18 22:43:56.702786,13,13,1.95
2025-08-18 22:43:58.238459,13,13,1.95
2025-08-18 22:43:59.774238,12,12,1.8
2025-08-18 22:44:01.314632,12,12,1.8
2025-08-18 22:44:02.846655,11,11,1.65
2025-08-18 22:44:04.385257,10,10,1.5
2025-08-18 22:44:05.918187,13,13,1.95
2025-08-18 22:44:08.979151,16,16,2.4
2025-08-18 22:44:10.514298,15,15,2.25
2025-08-18 22:44:12.055170,14,14,2.1
2025-08-18 22:44:13.587830,16,16,2.4
2025-08-18 22:44:15.122189,16,16,2.4
2025-08-18 22:44:16.658638,14,14,2.1
2025-08-18 22:44:18.194510,15,15,2.25
2025-08-18 22:44:19.730660,17,17,2.55
2025-08-18 22:44:21.266162,16,16,2.4
2025-08-18 22:44:22.806304,17,17,2.55
2025-08-18 22:44:24.344825,16,16,2.4
2025-08-18 22:44:25.874207,14,14,2.1
2025-08-18 22:44:27.410954,14,14,2.1
2025-08-18 22:44:28.947278,15,15,2.25
2025-08-18 22:44:30.482818,16,16,2.4
2025-08-18 22:44:32.022304,16,16,2.4
2025-08-18 22:44:33.566299,15,15,2.25
2025-08-18 22:44:35.094726,14,14,2.1
2025-08-18 22:44:36.626353,14,14,2.1
2025-08-18 22:44:38.164907,14,14,2.1
2025-08-18 22:44:39.701216,13,13,1.95
2025-08-18 22:44:41.235727,15,15,2.25
2025-08-18 22:44:42.770886,14,14,2.1
2025-08-18 22:44:44.306568,14,14,2.1
2025-08-18 22:44:45.845666,14,14,2.1
2025-08-18 22:44:47.382012,15,15,2.25
2025-08-18 22:44:48.917768,14,14,2.1
2025-08-18 22:44:50.450983,14,14,2.1
2025-08-18 22:44:51.988756,16,16,2.4
2025-08-18 22:44:53.525830,15,15,2.25
2025-08-18 22:44:55.061788,16,16,2.4
2025-08-18 22:44:56.598259,15,15,2.25
2025-08-18 22:44:58.130998,15,15,2.25
2025-08-18 22:44:59.667501,15,15,2.25
2025-08-18 22:45:01.203809,15,15,2.25
2025-08-18 22:45:02.741056,16,16,2.4
2025-08-18 22:45:04.275755,15,15,2.25
2025-08-18 22:45:05.812954,14,14,2.1
2025-08-18 22:45:07.347448,17,17,2.55
2025-08-18 22:45:08.882762,15,15,2.25
2025-08-18 22:45:10.422028,14,14,2.1
2025-08-18 22:45:11.970266,14,14,2.1
2025-08-18 22:45:13.492961,14,14,2.1
2025-08-18 22:45:15.027942,14,14,2.1
2025-08-18 22:45:16.572152,14,14,2.1
2025-08-18 22:45:18.100356,15,15,2.25
2025-08-18 22:45:19.635846,15,15,2.25
2025-08-18 22:45:21.171437,16,16,2.4
2025-08-18 22:45:22.713230,17,17,2.55
2025-08-18 22:45:24.250389,15,15,2.25
2025-08-18 22:45:25.782766,14,14,2.1
2025-08-18 22:45:27.318029,16,16,2.4
2025-08-18 22:45:28.852639,14,14,2.1
2025-08-18 22:45:30.389453,14,14,2.1
2025-08-18 22:45:31.924100,15,15,2.25
2025-08-18 22:45:33.463679,17,17,2.55
2025-08-18 22:45:34.996575,16,16,2.4
2025-08-18 22:45:36.532511,14,14,2.1
2025-08-18 22:45:38.068536,15,15,2.25
2025-08-18 22:45:39.605463,13,13,1.95
2025-08-18 22:45:41.142851,14,14,2.1
2025-08-18 22:45:42.678061,16,16,2.4
2025-08-18 22:45:44.215038,14,14,2.1
2025-08-18 22:45:45.753248,13,13,1.95
2025-08-18 22:45:47.283692,14,14,2.1
2025-08-18 22:45:48.820659,13,13,1.95
2025-08-18 22:45:50.357874,12,12,1.8
2025-08-18 22:45:51.896859,15,15,2.25
2025-08-18 22:45:53.430796,14,14,2.1
2025-08-18 22:45:54.974953,12,12,1.8
2025-08-18 22:45:56.500064,14,14,2.1
2025-08-18 22:45:58.036125,14,14,2.1
2025-08-18 22:45:59.580987,12,12,1.8
2025-08-18 22:46:01.120591,15,15,2.25
2025-08-18 22:46:02.646925,13,13,1.95
2025-08-18 22:46:04.182221,14,14,2.1
2025-08-18 22:46:05.716737,14,14,2.1
2025-08-18 22:46:07.252798,14,14,2.1
2025-08-18 22:46:08.795041,13,13,1.95
2025-08-18 22:46:10.328965,13,13,1.95
2025-08-18 22:46:11.861591,12,12,1.8
2025-08-18 22:46:13.396450,14,14,2.1
2025-08-18 22:46:14.932553,14,14,2.1
2025-08-18 22:46:16.471404,13,13,1.95
2025-08-18 22:46:18.004302,14,14,2.1
2025-08-18 22:46:19.544549,13,13,1.95
2025-08-18 22:46:21.079088,15,15,2.25
2025-08-18 22:46:22.612074,14,14,2.1
2025-08-18 22:46:24.148160,15,15,2.25
2025-08-18 22:46:25.685562,15,15,2.25
2025-08-18 22:46:27.220502,13,13,1.95
2025-08-18 22:46:28.756289,15,15,2.25
2025-08-18 22:46:30.304139,13,13,1.95
2025-08-18 22:46:31.828420,14,14,2.1
2025-08-18 22:46:33.365948,15,15,2.25
2025-08-18 22:46:34.899936,14,14,2.1
2025-08-18 22:46:36.437300,14,14,2.1
2025-08-18 22:46:37.973187,15,15,2.25
2025-08-18 22:46:39.509177,14,14,2.1
2025-08-18 22:46:41.050372,14,14,2.1
2025-08-18 22:46:42.581292,16,16,2.4
2025-08-18 22:46:44.126469,17,17,2.55
2025-08-18 22:46:45.653546,15,15,2.25
2025-08-18 22:46:47.189968,15,15,2.25
