timestamp,RTT_raw (nSec),RTT_est,Distance (meters)
2025-08-18 23:03:02.047443,10,10,1.5
2025-08-18 23:03:03.581429,13,13,1.95
2025-08-18 23:03:05.116706,10,10,1.5
2025-08-18 23:03:06.651766,11,11,1.65
2025-08-18 23:03:08.187787,14,14,2.1
2025-08-18 23:03:09.723006,13,13,1.95
2025-08-18 23:03:11.259827,13,13,1.95
2025-08-18 23:03:12.797001,12,12,1.8
2025-08-18 23:03:14.332705,13,13,1.95
2025-08-18 23:03:15.869764,14,14,2.1
2025-08-18 23:03:17.406055,12,12,1.8
2025-08-18 23:03:18.940381,14,14,2.1
2025-08-18 23:03:20.476849,12,12,1.8
2025-08-18 23:03:22.012519,14,14,2.1
2025-08-18 23:03:23.548221,13,13,1.95
2025-08-18 23:03:25.083615,13,13,1.95
2025-08-18 23:03:26.622502,14,14,2.1
2025-08-18 23:03:28.155805,15,15,2.25
2025-08-18 23:03:29.693953,13,13,1.95
2025-08-18 23:03:31.228615,11,11,1.65
2025-08-18 23:03:32.765755,11,11,1.65
2025-08-18 23:03:34.300807,14,14,2.1
2025-08-18 23:03:35.838921,14,14,2.1
2025-08-18 23:03:37.372862,14,14,2.1
2025-08-18 23:03:38.910965,12,12,1.8
2025-08-18 23:03:40.445874,13,13,1.95
2025-08-18 23:03:41.981815,11,11,1.65
2025-08-18 23:03:43.519109,14,14,2.1
2025-08-18 23:03:45.053852,12,12,1.8
2025-08-18 23:03:46.588476,12,12,1.8
2025-08-18 23:03:48.124742,16,16,2.4
2025-08-18 23:03:49.661605,14,14,2.1
2025-08-18 23:03:51.196621,12,12,1.8
2025-08-18 23:03:52.733951,11,11,1.65
2025-08-18 23:03:54.268495,14,14,2.1
2025-08-18 23:03:55.804630,14,14,2.1
2025-08-18 23:03:57.340626,15,15,2.25
2025-08-18 23:03:58.877129,12,12,1.8
2025-08-18 23:04:00.412714,12,12,1.8
2025-08-18 23:04:01.949338,14,14,2.1
2025-08-18 23:04:03.485768,14,14,2.1
2025-08-18 23:04:05.021312,13,13,1.95
2025-08-18 23:04:06.556993,12,12,1.8
2025-08-18 23:04:08.092370,14,14,2.1
2025-08-18 23:04:09.628759,15,15,2.25
2025-08-18 23:04:11.167413,14,14,2.1
2025-08-18 23:04:12.705041,12,12,1.8
2025-08-18 23:04:14.237311,14,14,2.1
2025-08-18 23:04:15.773170,13,13,1.95
2025-08-18 23:04:17.309074,13,13,1.95
2025-08-18 23:04:18.846149,12,12,1.8
2025-08-18 23:04:20.380439,12,12,1.8
2025-08-18 23:04:21.917769,14,14,2.1
2025-08-18 23:04:23.453801,12,12,1.8
2025-08-18 23:04:24.989349,15,15,2.25
2025-08-18 23:04:26.527064,14,14,2.1
2025-08-18 23:04:28.068901,11,11,1.65
2025-08-18 23:04:29.604289,12,12,1.8
2025-08-18 23:04:31.132826,13,13,1.95
2025-08-18 23:04:32.669220,12,12,1.8
2025-08-18 23:04:34.205067,13,13,1.95
2025-08-18 23:04:35.741933,13,13,1.95
2025-08-18 23:04:37.280698,14,14,2.1
2025-08-18 23:04:38.812970,13,13,1.95
2025-08-18 23:04:40.350561,14,14,2.1
2025-08-18 23:04:42.405149,11,11,1.65
2025-08-18 23:04:43.940672,11,11,1.65
2025-08-18 23:04:45.474932,13,13,1.95
2025-08-18 23:04:47.005362,14,14,2.1
2025-08-18 23:04:48.541937,13,13,1.95
2025-08-18 23:04:50.083034,13,13,1.95
2025-08-18 23:04:51.620809,14,14,2.1
2025-08-18 23:04:53.156465,12,12,1.8
2025-08-18 23:04:54.684548,11,11,1.65
2025-08-18 23:04:56.221553,13,13,1.95
2025-08-18 23:04:57.759109,14,14,2.1
2025-08-18 23:04:59.293983,11,11,1.65
2025-08-18 23:05:00.828816,13,13,1.95
2025-08-18 23:05:02.365629,10,10,1.5
2025-08-18 23:05:03.903583,8,8,1.2
2025-08-18 23:05:05.438020,11,11,1.65
2025-08-18 23:05:06.973162,12,12,1.8
2025-08-18 23:05:08.509457,12,12,1.8
2025-08-18 23:05:10.060590,10,10,1.5
2025-08-18 23:05:11.583605,12,12,1.8
2025-08-18 23:05:13.127981,9,9,1.35
2025-08-18 23:05:14.656666,10,10,1.5
2025-08-18 23:05:16.190618,11,11,1.65
2025-08-18 23:05:17.726824,12,12,1.8
2025-08-18 23:05:19.262080,10,10,1.5
2025-08-18 23:05:20.799661,12,12,1.8
2025-08-18 23:05:22.334518,10,10,1.5
2025-08-18 23:05:23.870636,13,13,1.95
2025-08-18 23:05:25.415827,12,12,1.8
2025-08-18 23:05:26.947655,13,13,1.95
2025-08-18 23:05:28.477813,11,11,1.65
2025-08-18 23:05:30.022427,13,13,1.95
2025-08-18 23:05:31.552189,13,13,1.95
2025-08-18 23:05:33.101569,10,10,1.5
2025-08-18 23:05:34.622092,14,14,2.1
2025-08-18 23:05:36.159318,9,9,1.35
