timestamp,type,id,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,len,first_word,data
2025-08-18 22:18:13.830731,CSI_DATA,389,1a:00:00:00:00:00,-47,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,69832620,0,31,0,128,0,"[0,0,9,-13,8,-12,8,-13,8,-13,8,-12,6,-12,7,-13,6,-13,6,-13,4,-13,4,-13,5,-13,4,-13,3,-14,4,-14,4,-15,3,-14,5,-15,4,-14,7,-15,7,-13,6,-13,8,-12,6,-14,7,-10,7,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-8,4,-8,5,-8,6,-9,6,-9,7,-9,8,-9,8,-8,9,-8,9,-8,9,-8,9,-8,9,-8,9,-8,9,-8,9,-8,9,-9,8,-9,8,-10,8,-10,8,-11,8,-11,8,-11,8,-12,8,-12,9,-12]"
2025-08-18 22:18:13.842276,CSI_DATA,390,1a:00:00:00:00:00,-47,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,70028055,0,31,0,128,0,"[0,0,-16,0,-16,0,-16,0,-15,0,-15,1,-15,1,-15,1,-14,2,-14,2,-14,3,-14,3,-13,4,-14,4,-14,5,-14,5,-14,5,-14,5,-15,5,-15,4,-15,4,-15,3,-15,2,-14,2,-14,1,-14,0,-14,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,1,-10,1,-10,0,-11,0,-12,-1,-12,-1,-12,-2,-13,-2,-13,-3,-12,-3,-13,-3,-13,-4,-13,-3,-13,-3,-13,-3,-13,-3,-13,-2,-13,-2,-14,-2,-14,-1,-14,-1,-15,-1,-15,0,-15,0,-16,0,-16,0]"
2025-08-18 22:18:14.015778,CSI_DATA,391,1a:00:00:00:00:00,-47,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,70229623,0,31,0,128,0,"[0,0,-11,12,-10,12,-10,11,-10,11,-9,12,-9,12,-9,11,-8,12,-7,12,-7,12,-7,12,-6,13,-6,13,-5,13,-6,14,-6,14,-6,14,-6,14,-7,14,-7,14,-8,14,-8,12,-9,12,-9,11,-9,10,-10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,6,-6,6,-7,6,-7,7,-8,7,-9,7,-9,7,-10,7,-10,6,-10,6,-11,6,-11,6,-10,6,-10,7,-10,6,-10,7,-10,7,-10,8,-10,9,-10,9,-10,10,-10,10,-10,11,-10,11,-10,11,-10,11]"
2025-08-18 22:18:14.218762,CSI_DATA,392,1a:00:00:00:00:00,-47,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,70430446,0,31,0,128,0,"[0,0,-14,-7,-14,-7,-14,-7,-14,-6,-14,-6,-14,-6,-14,-5,-14,-5,-14,-4,-14,-4,-14,-3,-14,-3,-14,-3,-15,-2,-15,-3,-15,-3,-15,-3,-16,-3,-16,-4,-16,-4,-15,-5,-14,-6,-14,-6,-13,-6,-13,-7,-12,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-3,-9,-4,-9,-5,-9,-5,-10,-5,-10,-6,-10,-7,-10,-8,-10,-8,-9,-8,-10,-8,-9,-8,-10,-8,-10,-8,-10,-8,-10,-8,-10,-8,-11,-7,-11,-7,-12,-7,-12,-7,-12,-7,-13,-7,-14,-7,-14,-7,-14,-7]"
2025-08-18 22:18:14.410867,CSI_DATA,393,1a:00:00:00:00:00,-47,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,70631714,0,31,0,128,0,"[0,0,5,14,5,13,5,14,6,13,6,13,6,12,6,12,7,11,7,11,8,10,8,10,9,10,9,10,9,10,9,10,10,11,9,11,10,11,10,11,9,12,8,12,7,12,6,12,6,12,5,12,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,8,3,8,3,9,2,9,2,11,2,11,2,11,1,11,1,11,1,12,0,11,1,12,1,12,1,12,1,11,2,12,3,11,3,12,4,12,4,12,5,12,5,13,5,13,5,13,6,14]"
2025-08-18 22:18:14.488013,CSI_DATA,394,1a:00:00:00:00:00,-47,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,70692109,0,42,0,128,0,"[0,0,-8,13,-7,13,-7,12,-7,13,-6,13,-6,13,-5,13,-5,13,-4,13,-4,13,-4,13,-3,13,-3,13,-3,13,-2,14,-2,14,-3,15,-3,14,-3,15,-4,15,-5,14,-5,14,-6,13,-6,12,-7,11,-7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,7,-4,8,-5,8,-6,8,-6,9,-7,8,-8,9,-8,8,-8,9,-9,8,-9,8,-9,8,-9,8,-9,8,-8,8,-9,9,-8,9,-8,10,-8,10,-7,11,-7,11,-7,12,-8,12,-8,12,-8,13,-8,13]"
2025-08-18 22:18:14.547875,CSI_DATA,395,1a:00:00:00:00:00,-47,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,70758905,0,31,0,128,0,"[0,0,-5,-15,-5,-15,-5,-14,-5,-14,-5,-14,-6,-14,-6,-13,-6,-13,-7,-12,-7,-12,-8,-12,-8,-12,-8,-12,-9,-12,-9,-12,-9,-12,-9,-12,-9,-12,-9,-13,-9,-13,-8,-13,-7,-13,-6,-14,-6,-13,-5,-13,-4,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-9,-3,-9,-3,-10,-3,-10,-2,-11,-2,-11,-1,-12,-1,-12,-1,-12,0,-12,0,-13,0,-12,0,-13,-1,-12,-1,-13,-1,-13,-2,-13,-2,-13,-3,-13,-3,-13,-3,-13,-4,-14,-4,-14,-5,-14,-5,-14,-5,-15]"
2025-08-18 22:18:14.748817,CSI_DATA,396,1a:00:00:00:00:00,-47,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,70959985,0,31,0,128,0,"[0,0,-4,-16,-4,-16,-3,-15,-4,-15,-4,-14,-4,-14,-6,-14,-5,-13,-5,-14,-7,-13,-6,-13,-7,-13,-7,-12,-9,-13,-8,-13,-8,-14,-8,-13,-7,-12,-6,-14,-8,-15,-6,-14,-6,-12,-4,-17,-4,-14,-4,-12,-2,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-9,-3,-9,-3,-10,-3,-11,-2,-11,-2,-12,-1,-12,-1,-13,-1,-13,0,-13,0,-13,0,-13,0,-13,0,-13,0,-13,-1,-13,-1,-13,-2,-13,-2,-14,-3,-14,-3,-14,-4,-15,-3,-15,-3,-15,-4,-15,-3,-16]"
2025-08-18 22:18:14.946937,CSI_DATA,397,1a:00:00:00:00:00,-47,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,71163707,0,31,0,128,0,"[0,0,-4,15,-5,14,-4,14,-4,14,-3,14,-3,13,-3,13,-2,13,-2,13,-1,13,-1,13,0,13,0,13,0,13,1,14,1,14,0,14,0,14,0,14,-1,14,-2,14,-2,14,-3,13,-3,13,-4,12,-5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,8,-2,9,-3,9,-3,9,-4,10,-4,10,-5,10,-6,11,-6,11,-6,10,-7,10,-7,10,-7,10,-6,10,-6,10,-6,11,-6,11,-5,11,-5,12,-5,12,-4,13,-5,13,-4,14,-4,14,-4,14,-4,14]"
2025-08-18 22:18:15.150061,CSI_DATA,398,1a:00:00:00:00:00,-47,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,71365126,0,31,0,128,0,"[0,0,14,-8,13,-8,13,-8,12,-8,12,-9,12,-8,11,-9,11,-8,11,-9,10,-9,10,-10,9,-11,9,-11,9,-11,9,-11,9,-12,9,-11,10,-11,10,-11,11,-10,11,-10,11,-9,11,-9,11,-8,11,-7,11,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-6,7,-6,8,-6,9,-6,9,-5,10,-5,10,-5,11,-5,11,-4,11,-4,11,-4,12,-4,11,-4,11,-4,12,-4,11,-5,12,-5,11,-5,12,-6,12,-6,12,-7,12,-7,12,-8,12,-8,13,-8,13,-9]"
