timestamp,type,id,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,len,first_word,data
2025-08-18 22:37:18.177022,CSI_DATA,171,1a:00:00:00:00:00,-42,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,32353376,0,31,0,128,0,"[0,0,10,-10,10,-10,10,-10,10,-9,9,-10,9,-9,8,-10,8,-10,7,-10,6,-10,6,-11,6,-11,6,-11,5,-12,5,-12,5,-12,5,-12,6,-13,6,-13,6,-12,7,-12,7,-12,8,-11,8,-11,8,-10,9,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-8,6,-8,7,-8,8,-8,8,-7,9,-8,10,-7,10,-6,10,-6,10,-6,10,-6,10,-5,10,-6,10,-6,10,-6,10,-6,10,-7,9,-7,10,-8,10,-8,10,-8,10,-9,9,-9,10,-10,10,-10,10,-10]"
2025-08-18 22:37:18.261795,CSI_DATA,172,1a:00:00:00:00:00,-42,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,32554661,0,31,0,128,0,"[0,0,9,11,9,10,9,11,9,10,9,10,9,9,9,9,9,8,9,7,10,7,10,6,10,6,11,6,11,5,11,5,12,5,12,5,12,6,12,6,12,7,12,7,11,8,10,8,10,8,10,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,7,7,8,7,9,7,9,7,10,6,11,6,11,5,12,5,11,5,11,5,11,5,11,5,11,5,11,5,10,6,11,6,10,7,10,7,10,8,10,8,10,9,10,9,10,9,11,10,11]"
2025-08-18 22:37:18.468189,CSI_DATA,173,1a:00:00:00:00:00,-43,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,32755745,0,31,0,128,0,"[0,0,-14,4,-14,4,-13,4,-13,5,-13,5,-12,5,-12,5,-11,6,-11,6,-11,7,-10,7,-10,8,-10,8,-9,8,-10,9,-9,9,-10,9,-10,9,-11,9,-11,9,-11,9,-11,8,-12,8,-12,7,-12,6,-12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,4,-10,3,-11,3,-12,2,-12,2,-12,1,-13,1,-13,0,-13,0,-13,-1,-13,-1,-13,-1,-13,0,-12,0,-12,0,-12,1,-12,1,-12,2,-12,2,-13,3,-13,3,-13,3,-14,4,-14,4,-14,4,-14,4]"
2025-08-18 22:37:18.687644,CSI_DATA,174,1a:00:00:00:00:00,-42,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,32956899,0,31,0,128,0,"[0,0,-11,-12,-10,-11,-10,-11,-10,-10,-11,-10,-10,-10,-10,-9,-10,-9,-11,-8,-11,-7,-11,-7,-12,-7,-12,-6,-12,-6,-13,-6,-13,-6,-13,-6,-14,-6,-14,-7,-13,-7,-13,-8,-12,-8,-12,-9,-12,-9,-11,-9,-11,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-7,-9,-8,-9,-9,-8,-10,-8,-11,-8,-11,-7,-12,-7,-12,-6,-13,-6,-13,-6,-12,-6,-12,-6,-12,-6,-12,-6,-12,-7,-11,-7,-11,-8,-11,-8,-11,-8,-11,-9,-11,-9,-11,-10,-11,-10,-11,-10,-11,-10,-11]"
2025-08-18 22:37:18.868983,CSI_DATA,175,1a:00:00:00:00:00,-43,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,33158200,0,31,0,128,0,"[0,0,13,-5,13,-5,12,-5,13,-6,12,-6,12,-6,11,-6,11,-6,10,-7,10,-8,10,-8,9,-8,9,-9,9,-9,9,-10,9,-9,9,-10,10,-10,10,-10,10,-9,11,-9,11,-8,11,-8,11,-8,11,-7,11,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-6,10,-5,11,-4,11,-4,12,-4,12,-3,13,-2,13,-1,13,-1,13,-1,12,-1,12,0,12,-1,12,-1,12,-1,12,-1,11,-2,12,-3,12,-3,12,-3,12,-4,12,-4,13,-5,13,-5,13,-5,13,-5]"
2025-08-18 22:37:18.933135,CSI_DATA,176,1a:00:00:00:00:00,-43,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,33218646,0,42,0,128,0,"[0,0,-15,-1,-14,-1,-15,-1,-14,0,-14,0,-14,0,-13,1,-13,1,-13,2,-12,2,-12,3,-12,3,-12,4,-12,4,-12,4,-13,5,-13,5,-13,5,-13,4,-14,4,-14,3,-14,3,-13,2,-13,2,-13,1,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,1,-12,0,-12,-1,-13,-2,-12,-2,-13,-3,-13,-3,-13,-4,-13,-4,-12,-5,-13,-5,-12,-5,-12,-5,-12,-4,-12,-4,-12,-4,-12,-3,-12,-3,-13,-3,-13,-2,-13,-2,-14,-1,-14,-1,-14,-1,-15,-1,-15,-1]"
2025-08-18 22:37:18.990723,CSI_DATA,177,1a:00:00:00:00:00,-43,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,33285580,0,31,0,128,0,"[0,0,5,13,5,13,5,13,5,12,5,12,5,12,6,11,6,11,6,10,7,9,7,9,8,9,8,9,8,8,9,8,9,9,9,9,9,9,9,10,9,10,9,10,8,11,7,11,7,11,7,11,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,10,4,10,3,11,3,11,3,12,2,12,1,13,1,13,1,12,1,12,1,12,1,12,1,12,1,12,1,11,2,12,3,11,3,12,3,12,3,12,4,12,4,13,5,13,5,13,5,13]"
2025-08-18 22:37:19.202525,CSI_DATA,178,1a:00:00:00:00:00,-43,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,33486324,0,31,0,128,0,"[0,0,-5,-13,-5,-13,-5,-13,-5,-12,-5,-12,-5,-12,-6,-11,-6,-11,-7,-10,-7,-10,-7,-10,-8,-9,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-10,-10,-10,-10,-9,-10,-9,-11,-8,-11,-8,-11,-7,-11,-6,-11,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-9,-5,-10,-4,-11,-3,-11,-3,-11,-3,-12,-2,-12,-1,-12,-1,-13,-1,-12,0,-12,0,-12,-1,-12,-1,-12,-1,-12,-1,-11,-2,-12,-3,-12,-3,-12,-3,-12,-4,-12,-4,-13,-4,-13,-5,-13,-5,-13,-5,-13]"
2025-08-18 22:37:19.397749,CSI_DATA,179,1a:00:00:00:00:00,-43,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,33687435,0,31,0,128,0,"[0,0,7,-13,7,-13,7,-12,7,-12,6,-12,6,-12,5,-12,5,-12,4,-12,4,-12,3,-12,3,-12,3,-13,2,-13,1,-14,2,-13,2,-14,2,-14,2,-14,3,-14,3,-14,4,-14,4,-14,5,-13,5,-12,6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-10,5,-10,6,-10,7,-9,8,-10,8,-9,9,-9,9,-9,9,-9,10,-8,10,-8,10,-7,10,-7,9,-8,9,-8,9,-9,8,-9,8,-10,8,-10,8,-10,8,-11,8,-11,8,-12,8,-12,8,-11,7,-12]"
2025-08-18 22:37:19.603839,CSI_DATA,180,1a:00:00:00:00:00,-43,11,0,0,0,0,0,0,0,0,0,-94,0,1,0,33888561,0,31,0,128,0,"[0,0,-14,-5,-14,-5,-14,-4,-14,-4,-14,-4,-13,-4,-13,-3,-13,-2,-13,-2,-13,-1,-13,-1,-12,0,-13,0,-13,1,-13,1,-13,1,-14,1,-14,1,-14,1,-14,0,-14,0,-14,-1,-14,-1,-14,-2,-13,-2,-13,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,-3,-11,-4,-11,-4,-11,-5,-12,-6,-12,-6,-12,-7,-11,-8,-11,-8,-10,-8,-10,-8,-10,-8,-10,-8,-10,-8,-10,-7,-11,-7,-11,-7,-11,-6,-12,-6,-12,-6,-12,-6,-13,-5,-13,-5,-14,-5,-14,-5,-14,-5]"
