timestamp,RTT_raw (nSec),RTT_est,Distance (meters)
2025-08-18 21:50:59.677672,39,39,5.85
2025-08-18 21:51:01.215997,44,44,6.6
2025-08-18 21:51:02.749574,40,40,6.0
2025-08-18 21:51:04.286409,37,37,5.55
2025-08-18 21:51:05.821888,37,37,5.55
2025-08-18 21:51:07.358434,39,39,5.85
2025-08-18 21:51:08.894965,39,39,5.85
2025-08-18 21:51:10.430291,41,41,6.15
2025-08-18 21:51:11.968283,38,38,5.7
2025-08-18 21:51:13.502263,40,40,6.0
2025-08-18 21:51:15.039529,37,37,5.55
2025-08-18 21:51:16.574676,39,39,5.85
2025-08-18 21:51:18.110311,38,38,5.7
2025-08-18 21:51:19.647290,39,39,5.85
2025-08-18 21:51:21.182309,38,38,5.7
2025-08-18 21:51:22.717882,39,39,5.85
2025-08-18 21:51:24.254109,39,39,5.85
2025-08-18 21:51:25.790024,38,38,5.7
2025-08-18 21:51:27.326758,38,38,5.7
2025-08-18 21:51:28.862334,39,39,5.85
2025-08-18 21:51:30.397752,38,38,5.7
2025-08-18 21:51:31.934588,36,36,5.4
2025-08-18 21:51:33.469829,38,38,5.7
2025-08-18 21:51:35.006257,39,39,5.85
2025-08-18 21:51:36.543202,39,39,5.85
2025-08-18 21:51:38.078712,40,40,6.0
2025-08-18 21:51:39.614314,38,38,5.7
2025-08-18 21:51:41.150722,38,38,5.7
2025-08-18 21:51:42.689950,37,37,5.55
2025-08-18 21:51:44.223168,40,40,6.0
2025-08-18 21:51:45.758442,39,39,5.85
2025-08-18 21:51:47.294006,37,37,5.55
2025-08-18 21:51:48.830276,40,40,6.0
2025-08-18 21:51:50.367909,36,36,5.4
2025-08-18 21:51:51.902323,38,38,5.7
2025-08-18 21:51:53.440294,39,39,5.85
2025-08-18 21:51:54.976853,39,39,5.85
2025-08-18 21:51:56.511845,36,36,5.4
2025-08-18 21:51:58.047848,39,39,5.85
2025-08-18 21:51:59.583220,37,37,5.55
2025-08-18 21:52:01.118965,39,39,5.85
2025-08-18 21:52:02.655547,39,39,5.85
2025-08-18 21:52:04.191181,38,38,5.7
2025-08-18 21:52:05.727149,39,39,5.85
2025-08-18 21:52:07.263099,38,38,5.7
2025-08-18 21:52:08.800245,39,39,5.85
2025-08-18 21:52:10.334675,37,37,5.55
2025-08-18 21:52:11.871607,39,39,5.85
2025-08-18 21:52:13.407971,37,37,5.55
2025-08-18 21:52:14.942451,36,36,5.4
2025-08-18 21:52:16.479709,39,39,5.85
2025-08-18 21:52:18.015337,39,39,5.85
2025-08-18 21:52:19.552521,39,39,5.85
2025-08-18 21:52:21.087278,37,37,5.55
2025-08-18 21:52:22.624463,40,40,6.0
2025-08-18 21:52:24.159273,40,40,6.0
2025-08-18 21:52:25.696780,37,37,5.55
2025-08-18 21:52:27.231038,38,38,5.7
2025-08-18 21:52:28.768973,36,36,5.4
2025-08-18 21:52:30.304562,37,37,5.55
2025-08-18 21:52:31.839572,36,36,5.4
2025-08-18 21:52:33.375801,37,37,5.55
2025-08-18 21:52:34.911986,39,39,5.85
2025-08-18 21:52:36.447207,37,37,5.55
2025-08-18 21:52:37.983554,38,38,5.7
2025-08-18 21:52:39.519646,38,38,5.7
2025-08-18 21:52:41.055434,35,35,5.25
2025-08-18 21:52:42.591846,38,38,5.7
2025-08-18 21:52:44.127639,36,36,5.4
2025-08-18 21:52:45.663563,36,36,5.4
2025-08-18 21:52:47.200254,36,36,5.4
2025-08-18 21:52:48.736011,37,37,5.55
2025-08-18 21:52:50.272298,35,35,5.25
2025-08-18 21:52:51.807379,35,35,5.25
2025-08-18 21:52:53.344861,38,38,5.7
2025-08-18 21:52:54.880120,38,38,5.7
2025-08-18 21:52:56.415205,38,38,5.7
2025-08-18 21:52:57.951301,36,36,5.4
2025-08-18 21:52:59.488456,35,35,5.25
2025-08-18 21:53:01.024129,36,36,5.4
2025-08-18 21:53:02.560265,36,36,5.4
2025-08-18 21:53:04.096575,37,37,5.55
2025-08-18 21:53:05.631860,38,38,5.7
2025-08-18 21:53:07.167693,37,37,5.55
2025-08-18 21:53:08.705534,37,37,5.55
2025-08-18 21:53:10.241437,36,36,5.4
2025-08-18 21:53:11.776987,38,38,5.7
2025-08-18 21:53:13.312418,38,38,5.7
2025-08-18 21:53:14.848213,37,37,5.55
2025-08-18 21:53:16.384417,38,38,5.7
2025-08-18 21:53:17.920402,37,37,5.55
2025-08-18 21:53:19.457055,37,37,5.55
2025-08-18 21:53:20.992430,38,38,5.7
2025-08-18 21:53:22.527814,37,37,5.55
2025-08-18 21:53:24.065097,36,36,5.4
2025-08-18 21:53:25.601279,37,37,5.55
2025-08-18 21:53:27.136367,37,37,5.55
2025-08-18 21:53:28.672466,40,40,6.0
2025-08-18 21:53:30.208708,39,39,5.85
2025-08-18 21:53:31.745210,37,37,5.55
2025-08-18 21:53:33.280858,36,36,5.4
2025-08-18 21:53:34.816052,38,38,5.7
2025-08-18 21:53:36.352253,37,37,5.55
2025-08-18 21:53:37.887849,35,35,5.25
2025-08-18 21:53:39.424042,37,37,5.55
2025-08-18 21:53:40.963447,37,37,5.55
2025-08-18 21:53:42.498663,34,34,5.1
2025-08-18 21:53:44.034161,35,35,5.25
2025-08-18 21:53:45.568410,37,37,5.55
2025-08-18 21:53:47.104621,38,38,5.7
2025-08-18 21:53:48.641922,37,37,5.55
2025-08-18 21:53:50.176415,39,39,5.85
2025-08-18 21:53:51.712090,36,36,5.4
2025-08-18 21:53:53.248245,39,39,5.85
2025-08-18 21:53:54.785410,35,35,5.25
2025-08-18 21:53:56.321892,39,39,5.85
