timestamp,RTT_raw (nSec),RTT_est,Distance (meters)
2025-08-18 21:29:26.270032,36,36,5.4
2025-08-18 21:29:27.801507,39,39,5.85
2025-08-18 21:29:29.339790,39,39,5.85
2025-08-18 21:29:30.873367,41,41,6.15
2025-08-18 21:29:32.408985,41,41,6.15
2025-08-18 21:29:33.946731,39,39,5.85
2025-08-18 21:29:35.993118,39,39,5.85
2025-08-18 21:29:38.090481,41,41,6.15
2025-08-18 21:29:39.624146,46,46,6.9
2025-08-18 21:29:41.161647,46,46,6.9
2025-08-18 21:29:42.696526,43,43,6.45
2025-08-18 21:29:44.260368,43,43,6.45
2025-08-18 21:29:45.871667,44,44,6.6
2025-08-18 21:29:47.409610,42,42,6.3
2025-08-18 21:29:48.944797,44,44,6.6
2025-08-18 21:29:50.485917,42,42,6.3
2025-08-18 21:29:52.529097,43,43,6.45
2025-08-18 21:29:54.066427,43,43,6.45
2025-08-18 21:29:55.599872,43,43,6.45
2025-08-18 21:29:57.135941,44,44,6.6
2025-08-18 21:30:00.193226,44,44,6.6
2025-08-18 21:30:01.728945,44,44,6.6
2025-08-18 21:30:03.263934,44,44,6.6
2025-08-18 21:30:04.800476,45,45,6.75
2025-08-18 21:30:06.336060,42,42,6.3
2025-08-18 21:30:07.871928,43,43,6.45
2025-08-18 21:30:09.408282,42,42,6.3
2025-08-18 21:30:10.945367,43,43,6.45
2025-08-18 21:30:12.480067,41,41,6.15
2025-08-18 21:30:14.016732,43,43,6.45
2025-08-18 21:30:15.552345,42,42,6.3
2025-08-18 21:30:17.089609,43,43,6.45
2025-08-18 21:30:18.625771,44,44,6.6
2025-08-18 21:30:20.160735,42,42,6.3
2025-08-18 21:30:21.696899,44,44,6.6
2025-08-18 21:30:23.232694,42,42,6.3
2025-08-18 21:30:24.768662,44,44,6.6
2025-08-18 21:30:26.303763,45,45,6.75
2025-08-18 21:30:27.842297,42,42,6.3
2025-08-18 21:30:29.377513,42,42,6.3
2025-08-18 21:30:30.913646,42,42,6.3
2025-08-18 21:30:32.448059,43,43,6.45
2025-08-18 21:30:33.985977,45,45,6.75
2025-08-18 21:30:35.521148,43,43,6.45
2025-08-18 21:30:37.057650,41,41,6.15
2025-08-18 21:30:38.594374,42,42,6.3
2025-08-18 21:30:40.129029,43,43,6.45
2025-08-18 21:30:41.665433,43,43,6.45
2025-08-18 21:30:43.201481,43,43,6.45
2025-08-18 21:30:44.738228,46,46,6.9
2025-08-18 21:30:46.272476,41,41,6.15
2025-08-18 21:30:47.809742,43,43,6.45
2025-08-18 21:30:49.344836,45,45,6.75
2025-08-18 21:30:50.882181,43,43,6.45
2025-08-18 21:30:52.417316,43,43,6.45
2025-08-18 21:30:53.953663,45,45,6.75
2025-08-18 21:30:55.490286,45,45,6.75
2025-08-18 21:30:57.025301,43,43,6.45
2025-08-18 21:30:58.561224,44,44,6.6
2025-08-18 21:31:00.097644,43,43,6.45
2025-08-18 21:31:01.632519,43,43,6.45
2025-08-18 21:31:03.169651,42,42,6.3
2025-08-18 21:31:04.708072,43,43,6.45
2025-08-18 21:31:06.241495,41,41,6.15
2025-08-18 21:31:07.777054,42,42,6.3
2025-08-18 21:31:09.314042,41,41,6.15
2025-08-18 21:31:10.851207,42,42,6.3
2025-08-18 21:31:12.384578,42,42,6.3
2025-08-18 21:31:13.920979,41,41,6.15
2025-08-18 21:31:15.458086,44,44,6.6
2025-08-18 21:31:16.992697,43,43,6.45
2025-08-18 21:31:18.529910,43,43,6.45
2025-08-18 21:31:20.065882,44,44,6.6
2025-08-18 21:31:21.601726,42,42,6.3
2025-08-18 21:31:23.138045,43,43,6.45
2025-08-18 21:31:24.672872,40,40,6.0
2025-08-18 21:31:26.211185,42,42,6.3
2025-08-18 21:31:27.746082,42,42,6.3
2025-08-18 21:31:29.281793,40,40,6.0
2025-08-18 21:31:30.818993,42,42,6.3
2025-08-18 21:31:32.353534,44,44,6.6
2025-08-18 21:31:33.889305,44,44,6.6
2025-08-18 21:31:35.426038,42,42,6.3
2025-08-18 21:31:36.962477,44,44,6.6
2025-08-18 21:31:38.498376,42,42,6.3
2025-08-18 21:31:40.034152,44,44,6.6
2025-08-18 21:31:41.569703,44,44,6.6
2025-08-18 21:31:43.105363,41,41,6.15
2025-08-18 21:31:44.642157,43,43,6.45
2025-08-18 21:31:46.178578,43,43,6.45
2025-08-18 21:31:47.716029,41,41,6.15
2025-08-18 21:31:49.249629,44,44,6.6
2025-08-18 21:31:50.785265,42,42,6.3
2025-08-18 21:31:52.322288,43,43,6.45
2025-08-18 21:31:53.858253,42,42,6.3
2025-08-18 21:31:55.394557,42,42,6.3
2025-08-18 21:31:56.929808,42,42,6.3
2025-08-18 21:31:58.465883,45,45,6.75
2025-08-18 21:32:00.002095,43,43,6.45
2025-08-18 21:32:01.540700,44,44,6.6
2025-08-18 21:32:03.074634,41,41,6.15
2025-08-18 21:32:04.610466,41,41,6.15
2025-08-18 21:32:06.146864,43,43,6.45
2025-08-18 21:32:07.693070,43,43,6.45
2025-08-18 21:32:09.729607,42,42,6.3
2025-08-18 21:32:11.266071,42,42,6.3
2025-08-18 21:32:12.801882,43,43,6.45
2025-08-18 21:32:14.338660,42,42,6.3
2025-08-18 21:32:15.874610,46,46,6.9
2025-08-18 21:32:17.410103,42,42,6.3
2025-08-18 21:32:18.946420,43,43,6.45
2025-08-18 21:32:20.482282,43,43,6.45
2025-08-18 21:32:22.018524,42,42,6.3
2025-08-18 21:32:23.555037,43,43,6.45
