timestamp,RTT_raw (nSec),RTT_est,Distance (meters)
2025-08-18 22:11:10.621777,25,25,3.75
2025-08-18 22:11:12.159579,27,27,4.05
2025-08-18 22:11:13.693935,27,27,4.05
2025-08-18 22:11:15.229876,28,28,4.2
2025-08-18 22:11:16.767279,27,27,4.05
2025-08-18 22:11:18.814516,29,29,4.35
2025-08-18 22:11:20.350405,28,28,4.2
2025-08-18 22:11:21.886979,28,28,4.2
2025-08-18 22:11:23.422935,28,28,4.2
2025-08-18 22:11:24.957999,27,27,4.05
2025-08-18 22:11:26.494708,28,28,4.2
2025-08-18 22:11:28.031331,29,29,4.35
2025-08-18 22:11:29.567193,29,29,4.35
2025-08-18 22:11:31.102838,27,27,4.05
2025-08-18 22:11:32.639054,28,28,4.2
2025-08-18 22:11:34.174748,26,26,3.9
2025-08-18 22:11:35.711372,26,26,3.9
2025-08-18 22:11:37.246476,25,25,3.75
2025-08-18 22:11:38.782182,28,28,4.2
2025-08-18 22:11:40.319474,27,27,4.05
2025-08-18 22:11:41.854491,25,25,3.75
2025-08-18 22:11:43.390675,26,26,3.9
2025-08-18 22:11:45.439949,24,24,3.6
2025-08-18 22:11:46.974567,25,25,3.75
2025-08-18 22:11:48.511281,24,24,3.6
2025-08-18 22:11:50.048150,26,26,3.9
2025-08-18 22:11:51.584476,25,25,3.75
2025-08-18 22:11:53.119294,25,25,3.75
2025-08-18 22:11:54.655898,26,26,3.9
2025-08-18 22:11:56.190904,27,27,4.05
2025-08-18 22:11:57.726939,26,26,3.9
2025-08-18 22:11:59.263738,26,26,3.9
2025-08-18 22:12:00.798801,28,28,4.2
2025-08-18 22:12:02.335739,27,27,4.05
2025-08-18 22:12:03.882794,28,28,4.2
2025-08-18 22:12:05.407481,28,28,4.2
2025-08-18 22:12:06.943078,28,28,4.2
2025-08-18 22:12:08.479654,27,27,4.05
2025-08-18 22:12:10.015792,28,28,4.2
2025-08-18 22:12:11.566481,26,26,3.9
2025-08-18 22:12:13.087578,28,28,4.2
2025-08-18 22:12:14.623863,25,25,3.75
2025-08-18 22:12:16.158767,26,26,3.9
2025-08-18 22:12:17.695188,26,26,3.9
2025-08-18 22:12:19.232820,26,26,3.9
2025-08-18 22:12:20.766998,27,27,4.05
2025-08-18 22:12:22.303561,27,27,4.05
2025-08-18 22:12:23.839398,26,26,3.9
2025-08-18 22:12:25.406463,25,25,3.75
2025-08-18 22:12:26.911788,26,26,3.9
2025-08-18 22:12:28.448505,27,27,4.05
2025-08-18 22:12:29.984208,28,28,4.2
2025-08-18 22:12:31.519555,28,28,4.2
2025-08-18 22:12:33.056770,27,27,4.05
2025-08-18 22:12:34.591655,25,25,3.75
2025-08-18 22:12:36.128224,26,26,3.9
2025-08-18 22:12:37.663038,27,27,4.05
2025-08-18 22:12:39.199569,26,26,3.9
2025-08-18 22:12:40.735549,26,26,3.9
2025-08-18 22:12:42.272007,29,29,4.35
2025-08-18 22:12:43.808538,25,25,3.75
2025-08-18 22:12:45.342892,27,27,4.05
2025-08-18 22:12:46.879732,29,29,4.35
2025-08-18 22:12:48.416312,30,30,4.5
2025-08-18 22:12:49.965564,26,26,3.9
2025-08-18 22:12:51.491431,27,27,4.05
2025-08-18 22:12:53.024193,26,26,3.9
2025-08-18 22:12:54.559136,28,28,4.2
2025-08-18 22:12:56.096774,29,29,4.35
2025-08-18 22:12:57.632419,29,29,4.35
2025-08-18 22:12:59.168867,28,28,4.2
2025-08-18 22:13:00.703763,27,27,4.05
2025-08-18 22:13:02.239407,27,27,4.05
2025-08-18 22:13:03.777029,30,30,4.5
2025-08-18 22:13:05.312907,29,29,4.35
2025-08-18 22:13:06.848704,28,28,4.2
2025-08-18 22:13:08.384450,28,28,4.2
2025-08-18 22:13:09.921009,30,30,4.5
2025-08-18 22:13:11.456940,27,27,4.05
2025-08-18 22:13:12.991528,28,28,4.2
2025-08-18 22:13:14.528178,29,29,4.35
2025-08-18 22:13:16.064829,28,28,4.2
2025-08-18 22:13:17.600740,30,30,4.5
2025-08-18 22:13:19.136033,32,32,4.8
2025-08-18 22:13:20.674153,31,31,4.65
2025-08-18 22:13:22.209092,29,29,4.35
2025-08-18 22:13:23.744983,29,29,4.35
2025-08-18 22:13:25.279931,29,29,4.35
2025-08-18 22:13:26.817807,27,27,4.05
2025-08-18 22:13:28.351754,29,29,4.35
2025-08-18 22:13:29.888905,29,29,4.35
2025-08-18 22:13:31.434621,31,31,4.65
2025-08-18 22:13:32.971426,31,31,4.65
2025-08-18 22:13:34.508098,31,31,4.65
2025-08-18 22:13:36.042152,33,33,4.95
2025-08-18 22:13:37.578854,30,30,4.5
2025-08-18 22:13:39.115598,30,30,4.5
2025-08-18 22:13:40.650904,31,31,4.65
2025-08-18 22:13:42.187864,31,31,4.65
2025-08-18 22:13:43.722654,32,32,4.8
2025-08-18 22:13:45.258792,31,31,4.65
2025-08-18 22:13:47.411846,30,30,4.5
2025-08-18 22:13:48.945813,31,31,4.65
2025-08-18 22:13:50.482077,30,30,4.5
2025-08-18 22:13:52.018334,29,29,4.35
2025-08-18 22:13:53.558367,28,28,4.2
2025-08-18 22:13:55.090307,31,31,4.65
2025-08-18 22:13:57.137987,30,30,4.5
2025-08-18 22:13:58.676098,29,29,4.35
2025-08-18 22:14:00.209021,30,30,4.5
2025-08-18 22:14:01.746266,32,32,4.8
2025-08-18 22:14:03.281183,31,31,4.65
2025-08-18 22:14:04.817821,31,31,4.65
2025-08-18 22:14:06.359407,30,30,4.5
2025-08-18 22:14:07.890123,32,32,4.8
2025-08-18 22:14:09.425643,27,27,4.05
2025-08-18 22:14:10.961940,30,30,4.5
2025-08-18 22:14:12.498246,30,30,4.5
2025-08-18 22:14:14.033217,32,32,4.8
2025-08-18 22:14:15.570778,28,28,4.2
2025-08-18 22:14:17.105557,31,31,4.65
2025-08-18 22:14:18.641558,29,29,4.35
2025-08-18 22:14:20.178325,30,30,4.5
2025-08-18 22:14:21.714375,30,30,4.5
2025-08-18 22:14:23.250414,29,29,4.35
2025-08-18 22:14:24.785982,31,31,4.65
2025-08-18 22:14:26.323945,29,29,4.35
2025-08-18 22:14:27.857790,31,31,4.65
2025-08-18 22:14:29.394099,33,33,4.95
2025-08-18 22:14:30.930326,31,31,4.65
2025-08-18 22:14:32.466681,29,29,4.35
2025-08-18 22:14:34.004462,32,32,4.8
2025-08-18 22:14:35.538731,32,32,4.8
2025-08-18 22:14:37.074710,30,30,4.5
2025-08-18 22:14:38.609492,32,32,4.8
2025-08-18 22:14:40.164702,29,29,4.35
2025-08-18 22:14:41.683249,32,32,4.8
2025-08-18 22:14:43.218105,30,30,4.5
2025-08-18 22:14:44.753718,31,31,4.65
2025-08-18 22:14:46.290880,33,33,4.95
2025-08-18 22:14:47.826824,29,29,4.35
2025-08-18 22:14:49.363257,30,30,4.5
2025-08-18 22:14:50.898124,34,34,5.1
2025-08-18 22:14:52.434754,31,31,4.65
2025-08-18 22:14:53.974042,31,31,4.65
2025-08-18 22:14:55.505901,30,30,4.5
2025-08-18 22:14:57.042306,30,30,4.5
2025-08-18 22:14:58.578490,30,30,4.5
2025-08-18 22:15:00.114412,31,31,4.65
2025-08-18 22:15:01.650757,31,31,4.65
2025-08-18 22:15:03.187750,32,32,4.8
2025-08-18 22:15:04.723579,29,29,4.35
2025-08-18 22:15:06.258781,34,34,5.1
2025-08-18 22:15:07.796867,31,31,4.65
2025-08-18 22:15:09.330853,30,30,4.5
2025-08-18 22:15:10.867145,33,33,4.95
2025-08-18 22:15:12.403524,30,30,4.5
2025-08-18 22:15:13.939063,30,30,4.5
2025-08-18 22:15:15.474850,32,32,4.8
2025-08-18 22:15:17.011740,31,31,4.65
2025-08-18 22:15:18.550878,31,31,4.65
2025-08-18 22:15:20.083135,32,32,4.8
