timestamp,RTT_raw (nSec),RTT_est,Distance (meters)
2025-08-18 21:43:41.543676,39,39,5.85
2025-08-18 21:43:43.079050,41,41,6.15
2025-08-18 21:43:44.613980,39,39,5.85
2025-08-18 21:43:46.152209,43,43,6.45
2025-08-18 21:43:47.687096,42,42,6.3
2025-08-18 21:43:49.222310,40,40,6.0
2025-08-18 21:43:50.760407,39,39,5.85
2025-08-18 21:43:52.294585,40,40,6.0
2025-08-18 21:43:53.831640,41,41,6.15
2025-08-18 21:43:55.366698,40,40,6.0
2025-08-18 21:43:56.905025,40,40,6.0
2025-08-18 21:43:58.441576,43,43,6.45
2025-08-18 21:43:59.974207,38,38,5.7
2025-08-18 21:44:01.511338,40,40,6.0
2025-08-18 21:44:03.050580,43,43,6.45
2025-08-18 21:44:04.582914,42,42,6.3
2025-08-18 21:44:06.120398,42,42,6.3
2025-08-18 21:44:07.655234,42,42,6.3
2025-08-18 21:44:09.190320,41,41,6.15
2025-08-18 21:44:10.726842,42,42,6.3
2025-08-18 21:44:12.263218,43,43,6.45
2025-08-18 21:44:13.802111,41,41,6.15
2025-08-18 21:44:15.335908,44,44,6.6
2025-08-18 21:44:16.871276,42,42,6.3
2025-08-18 21:44:18.409682,42,42,6.3
2025-08-18 21:44:19.943646,41,41,6.15
2025-08-18 21:44:21.479527,44,44,6.6
2025-08-18 21:44:23.016087,42,42,6.3
2025-08-18 21:44:24.551969,43,43,6.45
2025-08-18 21:44:26.088203,42,42,6.3
2025-08-18 21:44:27.624319,43,43,6.45
2025-08-18 21:44:29.159609,43,43,6.45
2025-08-18 21:44:30.696392,41,41,6.15
2025-08-18 21:44:32.233867,43,43,6.45
2025-08-18 21:44:33.767485,42,42,6.3
2025-08-18 21:44:35.304539,43,43,6.45
2025-08-18 21:44:36.839713,43,43,6.45
2025-08-18 21:44:38.376472,44,44,6.6
2025-08-18 21:44:39.912709,44,44,6.6
2025-08-18 21:44:41.453566,41,41,6.15
2025-08-18 21:44:42.983299,42,42,6.3
2025-08-18 21:44:44.520137,41,41,6.15
2025-08-18 21:44:46.056235,42,42,6.3
2025-08-18 21:44:47.591312,43,43,6.45
2025-08-18 21:44:49.127342,40,40,6.0
2025-08-18 21:44:50.665380,42,42,6.3
2025-08-18 21:44:52.200042,42,42,6.3
2025-08-18 21:44:53.736256,41,41,6.15
2025-08-18 21:44:55.271236,42,42,6.3
2025-08-18 21:44:56.808518,43,43,6.45
2025-08-18 21:44:58.343930,42,42,6.3
2025-08-18 21:44:59.880137,42,42,6.3
2025-08-18 21:45:01.416164,42,42,6.3
2025-08-18 21:45:02.952250,41,41,6.15
2025-08-18 21:45:04.489314,42,42,6.3
2025-08-18 21:45:06.023987,42,42,6.3
2025-08-18 21:45:07.562770,40,40,6.0
2025-08-18 21:45:09.096332,42,42,6.3
2025-08-18 21:45:10.633517,42,42,6.3
2025-08-18 21:45:12.168603,44,44,6.6
2025-08-18 21:45:13.704002,41,41,6.15
2025-08-18 21:45:15.240568,43,43,6.45
2025-08-18 21:45:16.778169,41,41,6.15
2025-08-18 21:45:18.313151,43,43,6.45
2025-08-18 21:45:19.848823,42,42,6.3
2025-08-18 21:45:21.384682,43,43,6.45
2025-08-18 21:45:22.927968,43,43,6.45
2025-08-18 21:45:24.455639,42,42,6.3
2025-08-18 21:45:25.992334,43,43,6.45
2025-08-18 21:45:27.528424,42,42,6.3
2025-08-18 21:45:29.065080,43,43,6.45
2025-08-18 21:45:30.600377,41,41,6.15
2025-08-18 21:45:32.137075,42,42,6.3
2025-08-18 21:45:33.673651,42,42,6.3
2025-08-18 21:45:35.208726,44,44,6.6
2025-08-18 21:45:36.747485,42,42,6.3
2025-08-18 21:45:38.279968,43,43,6.45
2025-08-18 21:45:39.820264,42,42,6.3
2025-08-18 21:45:41.352535,42,42,6.3
2025-08-18 21:45:42.888978,43,43,6.45
2025-08-18 21:45:44.424681,42,42,6.3
2025-08-18 21:45:45.962055,41,41,6.15
2025-08-18 21:45:47.496727,43,43,6.45
2025-08-18 21:45:49.032135,41,41,6.15
2025-08-18 21:45:50.570200,43,43,6.45
2025-08-18 21:45:52.106100,42,42,6.3
2025-08-18 21:45:53.640769,41,41,6.15
2025-08-18 21:45:55.177601,42,42,6.3
2025-08-18 21:45:56.713628,39,39,5.85
2025-08-18 21:45:58.251458,41,41,6.15
2025-08-18 21:45:59.785834,42,42,6.3
2025-08-18 21:46:01.321572,41,41,6.15
2025-08-18 21:46:02.857092,40,40,6.0
2025-08-18 21:46:04.396442,40,40,6.0
2025-08-18 21:46:05.929605,42,42,6.3
2025-08-18 21:46:07.464617,40,40,6.0
2025-08-18 21:46:09.001386,42,42,6.3
2025-08-18 21:46:10.539403,42,42,6.3
2025-08-18 21:46:12.073278,41,41,6.15
2025-08-18 21:46:13.613075,42,42,6.3
2025-08-18 21:46:15.145461,42,42,6.3
2025-08-18 21:46:16.682701,40,40,6.0
2025-08-18 21:46:18.218636,41,41,6.15
2025-08-18 21:46:19.753561,44,44,6.6
