timestamp,RTT_raw (nSec),RTT_est,Distance (meters)
2025-08-18 21:37:01.561922,69,69,10.35
2025-08-18 21:37:03.092699,66,66,9.9
2025-08-18 21:37:04.631186,68,68,10.2
2025-08-18 21:37:06.169457,66,66,9.9
2025-08-18 21:37:07.701473,61,61,9.15
2025-08-18 21:37:09.241490,62,62,9.3
2025-08-18 21:37:10.774261,62,62,9.3
2025-08-18 21:37:12.315375,64,64,9.6
2025-08-18 21:37:13.845339,62,62,9.3
2025-08-18 21:37:15.388072,61,61,9.15
2025-08-18 21:37:16.917038,63,63,9.45
2025-08-18 21:37:18.459615,61,61,9.15
2025-08-18 21:37:19.990415,62,62,9.3
2025-08-18 21:37:21.533046,63,63,9.45
2025-08-18 21:37:23.077151,63,63,9.45
2025-08-18 21:37:24.597959,62,62,9.3
2025-08-18 21:37:26.139486,61,61,9.15
2025-08-18 21:37:27.669369,62,62,9.3
2025-08-18 21:37:29.209804,62,62,9.3
2025-08-18 21:37:30.741934,59,59,8.85
2025-08-18 21:37:32.284043,61,61,9.15
2025-08-18 21:37:33.816040,60,60,9.0
2025-08-18 21:37:35.356535,60,60,9.0
2025-08-18 21:37:36.886337,63,63,9.45
2025-08-18 21:37:38.430329,60,60,9.0
2025-08-18 21:37:39.959006,58,58,8.7
2025-08-18 21:37:41.494493,61,61,9.15
2025-08-18 21:37:43.038831,61,61,9.15
2025-08-18 21:37:44.565807,61,61,9.15
2025-08-18 21:37:46.102352,59,59,8.85
2025-08-18 21:37:47.647319,61,61,9.15
2025-08-18 21:37:49.173992,62,62,9.3
2025-08-18 21:37:50.709992,60,60,9.0
2025-08-18 21:37:52.254883,59,59,8.85
2025-08-18 21:37:53.783851,60,60,9.0
2025-08-18 21:37:55.318050,61,61,9.15
2025-08-18 21:37:56.863520,59,59,8.85
2025-08-18 21:37:58.391554,61,61,9.15
2025-08-18 21:37:59.927175,61,61,9.15
2025-08-18 21:38:01.466272,60,60,9.0
2025-08-18 21:38:02.998333,62,62,9.3
2025-08-18 21:38:04.535689,61,61,9.15
2025-08-18 21:38:06.073068,61,61,9.15
2025-08-18 21:38:07.606272,63,63,9.45
2025-08-18 21:38:09.143018,62,62,9.3
2025-08-18 21:38:10.679864,61,61,9.15
2025-08-18 21:38:13.239505,67,67,10.05
2025-08-18 21:38:14.782684,59,59,8.85
2025-08-18 21:38:16.311550,62,62,9.3
2025-08-18 21:38:17.847935,63,63,9.45
2025-08-18 21:38:19.386300,61,61,9.15
2025-08-18 21:38:20.922901,62,62,9.3
2025-08-18 21:38:22.458425,64,64,9.6
2025-08-18 21:38:23.990651,62,62,9.3
2025-08-18 21:38:25.532647,63,63,9.45
2025-08-18 21:38:27.063286,62,62,9.3
2025-08-18 21:38:28.605443,62,62,9.3
2025-08-18 21:38:30.134584,63,63,9.45
2025-08-18 21:38:31.675005,61,61,9.15
2025-08-18 21:38:33.207141,63,63,9.45
2025-08-18 21:38:34.744323,64,64,9.6
2025-08-18 21:38:36.282804,63,63,9.45
2025-08-18 21:38:37.820176,62,62,9.3
2025-08-18 21:38:39.351208,63,63,9.45
2025-08-18 21:38:40.892560,63,63,9.45
2025-08-18 21:38:42.423032,62,62,9.3
2025-08-18 21:38:43.960613,62,62,9.3
2025-08-18 21:38:45.499874,63,63,9.45
2025-08-18 21:38:47.033321,61,61,9.15
2025-08-18 21:38:48.571950,61,61,9.15
2025-08-18 21:38:50.102708,63,63,9.45
2025-08-18 21:38:51.639156,61,61,9.15
2025-08-18 21:38:53.180329,60,60,9.0
2025-08-18 21:38:54.711429,61,61,9.15
2025-08-18 21:38:56.249808,63,63,9.45
2025-08-18 21:38:57.783723,60,60,9.0
2025-08-18 21:38:59.328068,60,60,9.0
2025-08-18 21:39:00.855086,61,61,9.15
2025-08-18 21:39:02.396710,59,59,8.85
2025-08-18 21:39:03.927985,60,60,9.0
2025-08-18 21:39:05.466086,62,62,9.3
2025-08-18 21:39:06.999362,61,61,9.15
