dist_est_m,rssi_mean_dbm,rssi_min_dbm,rtt_min,rtt_k2,rtt_median,rtt_p10,rtt_p25,rtt_p75,rtt_iqr,rtt_mad,rtt_mean_trim,rtt_std,rtt_valid_ratio,csi_data_json
1.65,-38.06666666666667,-45.0,6250.0,7813.0,9375.0,7813.0,7813.0,9376.0,1563.0,1562.0,9896.333333333334,5388.370982031583,1.0,"[0, 0, 2, 14, 2, 14, 2, 13, 2, 13, 2, 13, 2, 13, 2, 12, 3, 12, 3, 11, 4, 11, 5, 11, 5, 10, 5, 10, 5, 10, 6, 10, 6, 10, 6, 10, 6, 11, 5, 11, 5, 11, 4, 11, 4, 10, 3, 10, 3, 10, 2, 10, 2, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 2, 11, 2, 11, 1, 11, 1, 12, 0, 12, -1, 13, -2, 13, -2, 13, -2, 12, -2, 13, -2, 12, -2, 13, -2, 12, -1, 12, -1, 13, -1, 12, 0, 12, 0, 13, 0, 13, 0, 13, 1, 13, 1, 14, 2, 14, 2, 14, 2, 15]"
1.5,-39.13333333333333,-45.0,7813.0,7813.0,9376.0,7813.0,9375.0,9376.0,1.0,1.0,9115.166666666666,4414.483759424449,1.0,"[0, 0, 7, -13, 7, -14, 6, -13, 6, -13, 6, -13, 6, -13, 6, -12, 5, -12, 4, -12, 3, -12, 2, -13, 2, -12, 1, -12, 2, -13, 1, -13, 1, -13, 1, -13, 2, -13, 2, -13, 3, -13, 3, -12, 3, -12, 3, -12, 3, -12, 4, -11, 4, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, -11, 4, -11, 5, -11, 6, -11, 6, -11, 8, -11, 9, -11, 9, -10, 9, -10, 9, -10, 9, -11, 9, -10, 9, -10, 8, -10, 9, -10, 8, -11, 8, -10, 7, -11, 8, -11, 8, -12, 8, -12, 8, -12, 7, -13, 7, -14, 7, -14, 7, -14]"
2.1,-37.53333333333333,-45.0,7813.0,7813.0,9376.0,8437.800000000001,9375.0,21875.0,12500.0,1563.0,13411.666666666666,6313.903874255082,1.0,"[0, 0, -15, -3, -15, -2, -15, -2, -14, -2, -14, -2, -14, -2, -14, -1, -13, -1, -13, 0, -12, 0, -13, 1, -13, 1, -13, 2, -13, 2, -12, 2, -13, 2, -13, 2, -13, 2, -13, 1, -13, 1, -13, 1, -13, 0, -12, 0, -12, -1, -11, -1, -11, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, -12, -1, -12, -1, -13, -2, -13, -3, -13, -3, -13, -4, -13, -4, -13, -5, -13, -5, -13, -5, -13, -5, -13, -5, -13, -5, -13, -5, -12, -4, -13, -4, -13, -4, -14, -4, -14, -3, -14, -3, -15, -3, -15, -2, -15, -2, -15, -2, -15, -2]"
1.35,-38.666666666666664,-46.0,7813.0,9375.0,9375.0,9375.0,9375.0,9376.0,1.0,0.0,9375.333333333334,570.5445118481116,1.0,"[0, 0, 10, -11, 10, -11, 10, -11, 9, -11, 9, -11, 9, -10, 8, -11, 8, -11, 7, -11, 6, -11, 6, -11, 6, -11, 6, -12, 5, -12, 5, -12, 5, -12, 5, -12, 6, -12, 6, -12, 6, -11, 6, -11, 7, -10, 7, -10, 7, -9, 7, -9, 7, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, -10, 7, -10, 7, -10, 8, -9, 9, -9, 9, -9, 10, -9, 10, -9, 11, -8, 11, -8, 11, -8, 11, -8, 11, -8, 11, -8, 11, -8, 10, -8, 10, -8, 10, -9, 10, -9, 10, -10, 10, -10, 10, -11, 10, -11, 10, -11, 10, -11, 10, -12]"
1.65,-54.0,-54.0,9375.0,9375.0,9376.0,9375.0,9375.0,10938.0,1563.0,1.0,9896.25,4665.5065672324245,1.0,"[0, 0, 14, 7, 13, 7, 14, 7, 12, 6, 14, 6, 13, 6, 13, 6, 13, 5, 13, 4, 13, 3, 13, 3, 13, 3, 14, 3, 14, 3, 13, 2, 14, 3, 14, 3, 14, 3, 14, 4, 13, 5, 13, 5, 12, 6, 11, 6, 11, 6, 10, 6, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 8, 5, 8, 5, 8, 7, 8, 7, 8, 7, 8, 7, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 9, 7, 9, 6, 10, 7, 11, 7, 11, 7, 11, 7, 12, 6, 13, 7, 13, 7, 13, 6]"
2.1,-54.06666666666667,-55.0,7813.0,9375.0,9376.0,9375.0,9375.0,21094.0,11719.0,1562.0,12630.666666666666,7898.850576296951,1.0,"[0, 0, -13, -10, -13, -10, -13, -9, -12, -9, -13, -9, -13, -9, -13, -8, -12, -8, -13, -7, -13, -7, -13, -6, -13, -6, -14, -6, -14, -6, -14, -6, -14, -6, -14, -7, -14, -7, -14, -7, -13, -8, -13, -8, -12, -9, -11, -9, -11, -9, -10, -9, -9, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -6, -8, -7, -8, -8, -8, -8, -8, -9, -8, -9, -7, -10, -7, -10, -7, -10, -7, -11, -7, -10, -7, -10, -7, -10, -7, -10, -8, -10, -8, -9, -8, -9, -9, -9, -9, -10, -10, -9, -10, -9, -11, -9, -12, -9, -12, -9, -12, -9, -12, -9]"
1.5,-54.0,-54.0,9375.0,9375.0,9376.0,9375.0,9375.5,10938.0,1562.5,1.0,9896.416666666666,3065.5104516032707,1.0,"[0, 0, -15, 5, -15, 5, -14, 5, -15, 5, -14, 5, -14, 5, -14, 5, -13, 6, -13, 6, -13, 7, -13, 7, -12, 7, -12, 8, -12, 8, -13, 8, -13, 8, -13, 8, -13, 8, -14, 7, -14, 6, -14, 6, -14, 5, -14, 4, -13, 3, -13, 2, -13, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 2, -10, 2, -10, 1, -10, 1, -11, 1, -11, 1, -12, 0, -12, 0, -12, 0, -12, -1, -12, -1, -12, 0, -12, -1, -12, 0, -12, 0, -13, 1, -12, 1, -12, 2, -12, 2, -13, 3, -13, 3, -13, 4, -14, 5, -14, 4, -14, 5, -14, 5]"
1.5,-54.0,-54.0,9375.0,9375.0,10938.0,9375.0,9376.0,10938.0,1562.0,1562.0,10156.833333333334,3019.140351527604,1.0,"[0, 0, 13, -9, 12, -9, 12, -9, 13, -9, 12, -9, 11, -9, 11, -9, 11, -9, 10, -10, 10, -10, 10, -11, 9, -11, 9, -11, 9, -11, 10, -12, 9, -12, 10, -12, 10, -11, 11, -11, 11, -10, 11, -10, 11, -9, 11, -8, 11, -8, 11, -7, 11, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, -5, 8, -4, 9, -4, 9, -4, 10, -3, 10, -3, 11, -3, 11, -2, 11, -2, 11, -2, 11, -2, 11, -2, 11, -2, 11, -3, 10, -3, 11, -4, 10, -4, 11, -5, 11, -5, 11, -6, 11, -6, 11, -7, 12, -7, 11, -8, 12, -8, 13, -8]"
1.65,-54.0,-54.0,9375.0,9375.0,10938.0,9375.0,9375.5,10938.0,1562.5,0.0,10417.083333333334,3336.6431594243536,1.0,"[0, 0, 7, -14, 6, -14, 6, -14, 6, -14, 6, -14, 6, -14, 6, -14, 5, -14, 5, -14, 4, -14, 3, -14, 3, -14, 3, -14, 2, -15, 3, -15, 3, -15, 4, -15, 4, -15, 5, -15, 5, -14, 6, -14, 6, -13, 6, -13, 7, -12, 7, -11, 7, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, -9, 5, -9, 5, -9, 6, -8, 6, -9, 7, -9, 8, -8, 8, -9, 8, -8, 7, -9, 8, -8, 8, -8, 7, -9, 7, -9, 7, -9, 7, -9, 7, -10, 7, -10, 6, -11, 6, -11, 6, -11, 6, -12, 6, -13, 6, -13, 6, -14, 6, -14]"
1.5,-54.0,-54.0,9375.0,9375.0,9376.0,9375.0,9375.5,10938.0,1562.5,1.0,10026.583333333334,779.5120411014973,1.0,"[0, 0, -5, -14, -5, -15, -5, -15, -4, -14, -5, -14, -5, -14, -5, -13, -5, -13, -5, -12, -6, -11, -7, -12, -7, -12, -7, -11, -8, -12, -7, -12, -7, -12, -7, -12, -7, -12, -6, -13, -5, -13, -5, -12, -4, -12, -4, -12, -4, -12, -3, -11, -2, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -10, -3, -11, -3, -11, -3, -12, -3, -12, -2, -13, -1, -13, -1, -13, 0, -13, -1, -12, -1, -13, -1, -12, -1, -13, -1, -12, -1, -13, -1, -12, -2, -12, -2, -12, -3, -13, -3, -13, -3, -13, -3, -13, -4, -13, -6, -14, -6, -14, -5, -15]"
1.2,-54.0,-54.0,7813.0,7813.0,7813.0,7813.0,7813.0,7813.0,0.0,0.0,7943.166666666667,624.9333688926808,1.0,"[0, 0, -15, -4, -16, -4, -15, -3, -15, -3, -15, -3, -15, -3, -14, -3, -14, -2, -14, -1, -14, -1, -14, 0, -14, -1, -14, 0, -14, 0, -14, 1, -14, 1, -14, 0, -14, 0, -14, -1, -14, -1, -14, -2, -13, -3, -13, -3, -12, -4, -12, -4, -11, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -2, -11, -3, -11, -4, -11, -5, -12, -5, -12, -6, -12, -6, -11, -7, -12, -7, -11, -8, -11, -7, -11, -7, -11, -7, -11, -7, -11, -6, -12, -6, -12, -5, -12, -5, -13, -5, -13, -5, -13, -4, -14, -4, -14, -3, -15, -4, -15, -4, -15, -4]"
1.2,-54.0,-54.0,6250.0,6250.0,7813.0,6250.0,6251.0,7813.0,1562.0,0.0,7292.166666666667,2957.4470672449165,1.0,"[0, 0, -11, -11, -11, -11, -11, -11, -11, -10, -11, -11, -11, -10, -11, -10, -11, -9, -11, -9, -11, -8, -11, -8, -11, -8, -12, -8, -12, -8, -11, -7, -12, -8, -12, -8, -12, -8, -11, -8, -11, -9, -10, -9, -10, -9, -8, -9, -8, -9, -7, -9, -7, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -7, -8, -8, -8, -9, -8, -10, -8, -10, -7, -11, -7, -11, -7, -11, -6, -11, -6, -11, -6, -11, -6, -11, -6, -11, -6, -12, -7, -11, -6, -10, -8, -11, -7, -10, -8, -11, -9, -10, -10, -11, -10, -11, -10, -10, -10, -11, -11, -11, -11, -11]"
1.05,-54.06666666666667,-55.0,6250.0,6250.0,7813.0,6250.4,6251.0,7813.0,1562.0,0.0,7162.083333333333,765.3839530298212,1.0,"[0, 0, 5, 14, 6, 14, 5, 13, 5, 13, 6, 13, 6, 13, 6, 12, 6, 12, 6, 11, 6, 11, 7, 11, 8, 10, 8, 10, 8, 10, 8, 10, 8, 10, 8, 11, 7, 11, 7, 11, 6, 11, 6, 11, 5, 11, 4, 11, 4, 11, 3, 10, 2, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 3, 10, 3, 11, 2, 11, 2, 12, 2, 12, 1, 12, 1, 12, 1, 12, 0, 13, 0, 12, 0, 12, 0, 12, 0, 12, 1, 12, 1, 12, 2, 12, 3, 12, 3, 12, 4, 12, 4, 12, 5, 13, 5, 13, 5, 13, 5, 14, 5, 13]"
1.2,-54.0,-54.0,6250.0,6251.0,7813.0,6251.0,7813.0,7813.0,0.0,0.0,7552.666666666667,2890.3755665234157,1.0,"[0, 0, -15, -5, -15, -6, -15, -5, -14, -5, -14, -5, -14, -5, -14, -5, -14, -4, -13, -3, -13, -3, -14, -2, -14, -2, -14, -2, -14, -2, -14, -1, -14, -2, -14, -2, -14, -2, -14, -3, -14, -4, -13, -4, -12, -5, -12, -5, -11, -5, -11, -5, -10, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -3, -11, -3, -11, -4, -11, -5, -11, -6, -11, -6, -11, -7, -11, -7, -11, -7, -11, -8, -11, -7, -11, -7, -11, -7, -11, -7, -11, -7, -11, -6, -12, -6, -12, -5, -12, -6, -13, -6, -13, -6, -13, -5, -14, -4, -14, -4, -15, -5, -15, -5]"
1.35,-54.0,-54.0,6251.0,6251.0,7813.0,6875.8,7813.0,7813.0,0.0,0.0,7813.083333333333,4092.9750190621326,1.0,"[0, 0, -11, 11, -10, 10, -10, 10, -10, 10, -10, 10, -9, 10, -9, 10, -8, 10, -8, 10, -8, 11, -7, 11, -7, 11, -7, 11, -6, 11, -7, 12, -7, 12, -7, 11, -7, 11, -8, 11, -8, 11, -8, 10, -8, 9, -8, 9, -8, 8, -9, 7, -9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 7, -8, 7, -9, 7, -9, 6, -10, 6, -11, 6, -11, 6, -11, 6, -12, 5, -11, 5, -11, 5, -11, 5, -11, 5, -11, 5, -10, 6, -11, 6, -10, 7, -10, 7, -10, 8, -10, 8, -10, 9, -10, 9, -10, 10, -10, 10, -10, 10, -10, 11]"
1.05,-54.0,-54.0,6250.0,6251.0,7813.0,6875.8,7813.0,7813.0,0.0,0.0,7682.833333333333,531.1478973778292,1.0,"[0, 0, 0, 15, 0, 15, 0, 14, 0, 14, 1, 14, 1, 13, 1, 13, 2, 13, 1, 13, 2, 12, 3, 12, 3, 12, 3, 12, 3, 12, 3, 12, 3, 13, 3, 12, 3, 13, 2, 13, 2, 13, 1, 13, 1, 12, 0, 12, 0, 11, -1, 11, -2, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 10, -1, 10, -2, 11, -2, 11, -2, 11, -3, 11, -4, 11, -4, 11, -5, 11, -4, 11, -5, 11, -5, 11, -4, 11, -4, 11, -4, 11, -4, 11, -3, 11, -2, 11, -2, 12, -1, 12, -1, 13, -1, 13, 0, 13, 0, 14, 0, 14, 0, 14]"
1.2,-54.0,-54.0,6250.0,6250.0,7813.0,6250.4,6251.0,7813.0,1562.0,0.0,7162.083333333333,3368.915311095447,1.0,"[0, 0, -4, 14, -4, 14, -3, 14, -3, 14, -3, 14, -3, 14, -2, 13, -2, 13, -2, 13, -1, 13, -1, 13, 0, 12, 0, 13, 0, 13, 0, 13, 0, 13, 0, 13, -1, 14, -1, 13, -2, 13, -2, 12, -2, 12, -3, 11, -3, 11, -4, 10, -5, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 10, -3, 10, -4, 10, -4, 10, -5, 10, -6, 11, -6, 11, -6, 10, -6, 10, -7, 10, -7, 10, -7, 10, -7, 10, -6, 10, -6, 10, -6, 10, -5, 11, -5, 11, -4, 12, -4, 12, -4, 12, -4, 13, -4, 13, -3, 14, -3, 14, -4, 14]"
1.2,-54.0,-54.0,6250.0,6250.0,7813.0,6250.4,7813.0,7813.0,0.0,0.0,7552.583333333333,3260.953770499259,1.0,"[0, 0, 15, -1, 15, -1, 14, -1, 15, -1, 14, -1, 14, -1, 13, -2, 13, -2, 13, -3, 13, -3, 13, -4, 12, -4, 12, -4, 12, -4, 13, -5, 13, -4, 13, -4, 13, -4, 13, -3, 13, -3, 13, -2, 12, -1, 12, -1, 11, 0, 11, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, -1, 10, 0, 11, 1, 11, 1, 11, 1, 11, 2, 12, 2, 11, 3, 11, 3, 11, 4, 11, 3, 11, 3, 11, 3, 11, 3, 11, 3, 11, 2, 11, 2, 12, 1, 12, 1, 13, 1, 13, 0, 13, 0, 14, -1, 14, -1, 14, -1, 15, -1]"
1.2,-54.0,-54.0,6250.0,7813.0,7813.0,7813.0,7813.0,7813.0,0.0,0.0,7813.0,3557.098736642297,1.0,"[0, 0, 11, -11, 10, -11, 10, -11, 10, -11, 10, -11, 9, -11, 8, -11, 8, -11, 8, -11, 8, -12, 7, -12, 7, -12, 6, -12, 6, -12, 7, -12, 7, -12, 7, -12, 7, -12, 7, -12, 8, -11, 8, -11, 8, -10, 8, -9, 8, -9, 8, -8, 9, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, -8, 8, -8, 8, -7, 9, -7, 9, -7, 10, -7, 10, -7, 11, -6, 11, -6, 11, -6, 11, -6, 11, -5, 11, -6, 10, -6, 10, -6, 10, -7, 10, -7, 10, -8, 9, -8, 9, -9, 9, -9, 10, -10, 10, -10, 10, -11, 10, -11, 11, -11]"
1.2,-54.0,-54.0,6250.0,6250.0,7813.0,6250.4,7813.0,7813.0,0.0,0.0,7552.583333333333,2890.663865312296,1.0,"[0, 0, -14, 8, -14, 8, -13, 7, -13, 8, -13, 7, -12, 7, -12, 7, -12, 8, -12, 8, -11, 9, -11, 9, -10, 9, -10, 9, -10, 9, -11, 9, -11, 9, -11, 9, -11, 9, -12, 9, -12, 8, -12, 7, -12, 6, -12, 6, -11, 5, -12, 5, -11, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 6, -10, 5, -11, 5, -11, 4, -11, 4, -12, 4, -12, 4, -13, 3, -13, 3, -13, 3, -13, 3, -13, 3, -12, 3, -12, 3, -12, 3, -12, 3, -12, 4, -12, 5, -12, 5, -12, 5, -12, 6, -13, 6, -13, 8, -13, 8, -13, 8, -13, 8]"
1.5,-55.46666666666667,-57.0,9375.0,9375.0,9376.0,9375.0,9375.0,10938.0,1563.0,1.0,9766.166666666666,3083.173448827613,1.0,"[0, 0, -6, 15, -5, 15, -5, 15, -5, 14, -6, 15, -6, 15, -5, 14, -5, 14, -4, 14, -4, 14, -3, 15, -3, 14, -2, 14, -3, 15, -3, 14, -3, 15, -3, 14, -4, 14, -5, 15, -5, 13, -6, 13, -6, 12, -6, 11, -7, 11, -7, 10, -7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 7, -5, 7, -5, 7, -6, 7, -6, 7, -7, 8, -8, 7, -8, 7, -8, 7, -8, 7, -8, 8, -8, 8, -8, 8, -7, 8, -7, 8, -7, 9, -7, 9, -6, 10, -6, 11, -6, 11, -6, 12, -6, 12, -6, 13, -5, 14, -5, 14, -6, 15]"
1.95,-60.06666666666667,-61.0,9375.0,9375.0,9376.0,9375.0,9375.0,10938.0,1563.0,1.0,10938.0,7652.034055218404,1.0,"[0, 0, 2, 15, 3, 16, 3, 15, 3, 15, 3, 16, 3, 15, 3, 15, 3, 15, 3, 14, 4, 14, 5, 14, 5, 14, 5, 14, 6, 15, 5, 15, 6, 15, 6, 15, 5, 15, 4, 15, 3, 15, 2, 15, 1, 15, 1, 14, 0, 14, -1, 13, -2, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 8, -2, 9, -3, 8, -3, 9, -3, 9, -4, 9, -4, 9, -4, 9, -4, 9, -4, 9, -4, 9, -4, 9, -4, 9, -3, 9, -2, 9, -2, 10, -1, 10, -1, 10, -1, 11, 0, 11, 0, 11, 1, 12, 1, 12, 3, 14, 3, 14, 2, 15]"
1.65,-60.266666666666666,-61.0,9375.0,9375.0,10938.0,9375.400000000001,9376.0,10938.0,1562.0,0.0,10417.25,2957.4071481620517,1.0,"[0, 0, 15, 0, 16, 0, 15, 0, 15, 0, 16, 0, 16, 0, 15, 0, 15, -1, 14, -1, 15, -2, 15, -2, 16, -2, 15, -3, 16, -3, 15, -3, 16, -3, 16, -3, 16, -2, 16, -1, 16, 0, 15, 0, 15, 1, 14, 1, 14, 2, 13, 2, 13, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 8, 3, 8, 4, 8, 4, 8, 4, 8, 5, 9, 6, 8, 6, 8, 5, 8, 5, 8, 5, 8, 5, 8, 5, 8, 4, 9, 4, 9, 3, 9, 3, 10, 3, 11, 2, 11, 2, 12, 2, 12, 1, 13, 1, 14, 0, 14, 0, 15, 0]"
1.5,-60.06666666666667,-61.0,7813.0,9375.0,9376.0,9375.0,9375.5,10938.0,1562.5,1562.0,10026.583333333334,3492.289141650343,1.0,"[0, 0, -12, 11, -11, 11, -11, 11, -11, 11, -11, 11, -11, 11, -11, 10, -10, 10, -10, 11, -9, 11, -9, 12, -9, 12, -8, 12, -8, 12, -8, 12, -9, 13, -9, 12, -10, 12, -10, 12, -10, 11, -11, 10, -11, 9, -10, 8, -11, 8, -11, 7, -11, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 4, -9, 4, -9, 3, -9, 4, -10, 3, -11, 3, -11, 3, -11, 3, -11, 3, -11, 2, -11, 3, -10, 3, -11, 3, -10, 3, -10, 4, -10, 5, -10, 5, -10, 6, -10, 6, -10, 7, -10, 7, -10, 8, -11, 9, -11, 10, -10, 10, -12, 10]"
1.65,-60.0,-60.0,7813.0,7813.0,9376.0,8437.800000000001,9375.0,10938.0,1563.0,1.0,9635.833333333334,4302.501713602861,1.0,"[0, 0, -3, -16, -4, -16, -4, -16, -3, -16, -4, -17, -4, -16, -4, -16, -4, -15, -5, -15, -5, -15, -6, -15, -6, -15, -6, -15, -6, -15, -6, -15, -6, -15, -6, -16, -5, -16, -5, -16, -3, -16, -3, -15, -3, -15, -1, -14, -2, -14, 0, -14, 1, -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, -10, 1, -11, 1, -11, 1, -11, 2, -11, 3, -11, 3, -11, 3, -11, 3, -11, 3, -11, 2, -11, 3, -11, 2, -11, 2, -11, 0, -11, 0, -11, 0, -12, 0, -13, -1, -13, -1, -13, -2, -14, -2, -14, -3, -15, -3, -15, -3, -16]"
1.65,-60.0,-60.0,9375.0,9375.0,10938.0,9375.400000000001,9376.0,10938.0,1562.0,0.0,10287.083333333334,2989.9879420046723,1.0,"[0, 0, -16, 0, -16, 0, -16, 0, -16, 0, -17, -1, -16, 0, -16, 0, -15, 1, -15, 1, -15, 2, -15, 2, -15, 2, -15, 2, -16, 2, -15, 3, -16, 3, -16, 3, -16, 2, -16, 2, -16, 0, -15, 0, -15, -1, -14, -1, -15, -2, -13, -2, -13, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -2, -10, -3, -10, -4, -10, -4, -10, -4, -11, -5, -10, -5, -10, -6, -11, -6, -10, -6, -11, -6, -10, -5, -11, -5, -11, -5, -11, -5, -11, -3, -11, -3, -12, -3, -13, -3, -13, -2, -13, -2, -14, -2, -14, -1, -16, -1, -15, -1, -16, 0]"
1.8,-60.0,-60.0,9375.0,9375.0,10938.0,9375.0,9375.0,10938.0,1563.0,1563.0,11328.5,5109.6497840415195,1.0,"[0, 0, 14, -9, 13, -8, 13, -8, 13, -8, 14, -9, 13, -8, 13, -8, 12, -8, 12, -9, 11, -10, 12, -10, 11, -11, 11, -11, 12, -11, 11, -10, 12, -11, 12, -10, 13, -11, 13, -10, 13, -8, 13, -8, 13, -7, 12, -6, 13, -6, 12, -5, 12, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, -4, 9, -3, 9, -2, 10, -2, 10, -2, 11, -2, 10, -1, 11, -1, 11, -1, 10, -1, 11, -2, 10, -2, 10, -2, 10, -2, 11, -2, 10, -3, 11, -3, 10, -4, 11, -5, 11, -5, 11, -5, 11, -6, 11, -7, 12, -8, 12, -8, 14, -9]"
1.8,-60.0,-60.0,9375.0,9375.0,10938.0,9375.0,9376.0,11719.0,2343.0,1562.0,10677.5,4238.897275890931,1.0,"[0, 0, -12, -11, -13, -11, -13, -11, -12, -10, -13, -11, -12, -11, -12, -11, -12, -10, -12, -9, -12, -9, -13, -8, -13, -8, -14, -8, -14, -8, -13, -8, -14, -8, -14, -9, -14, -9, -13, -10, -12, -10, -11, -10, -11, -11, -10, -11, -10, -11, -9, -10, -8, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -7, -6, -8, -6, -9, -6, -9, -6, -9, -6, -10, -5, -10, -4, -11, -5, -11, -5, -11, -5, -11, -5, -10, -5, -11, -5, -10, -6, -10, -7, -10, -7, -9, -7, -9, -8, -10, -9, -10, -9, -10, -10, -10, -10, -10, -12, -10, -12, -10, -12, -11]"
1.5,-60.0,-60.0,9376.0,10938.0,10938.0,10313.2,10938.0,10938.0,0.0,0.0,10938.142857142857,835.1914115204676,0.4666666666666667,"[0, 0, -3, -16, -4, -16, -5, -16, -4, -16, -4, -17, -4, -16, -4, -16, -4, -15, -5, -15, -6, -14, -6, -15, -7, -15, -7, -14, -7, -15, -7, -14, -7, -15, -7, -15, -6, -16, -6, -16, -4, -16, -4, -15, -3, -15, -2, -14, -3, -14, -1, -13, 0, -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 1, -10, 1, -10, 1, -11, 1, -11, 2, -11, 3, -11, 3, -11, 3, -11, 3, -11, 2, -11, 2, -10, 2, -11, 2, -11, 1, -12, 1, -11, 0, -12, 0, -12, -1, -13, -1, -13, -2, -13, -2, -14, -2, -14, -4, -15, -4, -15, -4, -16]"
1.8,-60.0,-60.0,9376.0,10938.0,10938.0,10938.0,10938.0,12500.0,1562.0,0.0,11328.5,3149.1742875448053,1.0,"[0, 0, 4, -15, 3, -16, 3, -15, 3, -15, 4, -16, 3, -15, 3, -15, 3, -15, 2, -15, 1, -14, 1, -15, 1, -15, 0, -15, 0, -16, 0, -15, 0, -16, 0, -15, 1, -16, 2, -16, 3, -15, 3, -15, 3, -14, 4, -13, 4, -13, 5, -12, 5, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, -9, 5, -10, 5, -9, 6, -10, 6, -10, 7, -10, 8, -9, 8, -9, 8, -9, 8, -8, 8, -9, 7, -9, 7, -9, 7, -9, 7, -9, 6, -10, 6, -10, 5, -11, 5, -11, 5, -12, 5, -12, 4, -13, 4, -13, 3, -15, 3, -15, 5, -16]"
