ts_epoch_ms,anchor,anchor_mac,channel,rtt_raw_ns_min,rtt_est_ns,dist_est_m,frame_count,rtt_ps_min,rtt_ps_max,rtt_ps_mean,rtt_ps_median,rtt_ps_std,rssi_min_dbm,rssi_max_dbm,rssi_mean_dbm,rssi_median_dbm,rssi_std_db,csi_len,csi_data_json
1757932859005,A2,24:ec:4a:04:39:15,6,5,5,0.75,15,1563,15626,5208.866666666667,3126,4179.849995181911,-47,-47,-47,-47,0.0,128,"[0, 0, -13, 9, -13, 8, -13, 8, -12, 8, -12, 8, -11, 8, -11, 8, -10, 8, -10, 8, -8, 9, -8, 9, -8, 9, -8, 10, -8, 10, -8, 10, -8, 10, -8, 10, -8, 10, -9, 10, -9, 10, -9, 9, -9, 9, -9, 8, -10, 8, -9, 7, -10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 8, -9, 8, -10, 7, -11, 7, -11, 7, -12, 7, -13, 6, -13, 6, -13, 5, -13, 5, -13, 5, -13, 5, -13, 5, -13, 5, -13, 5, -12, 5, -12, 6, -12, 6, -12, 7, -12, 7, -12, 7, -12, 8, -12, 8, -13, 9, -12, 9, -12, 9]"
1757932860225,A2,24:ec:4a:04:39:15,6,8,8,1.2,15,3125,17188,8021.4,4688,5870.291268185364,-47,-47,-47,-47,0.0,128,"[0, 0, -12, -11, -12, -11, -11, -10, -11, -10, -11, -9, -11, -9, -11, -8, -11, -8, -11, -7, -11, -7, -12, -6, -11, -5, -12, -5, -12, -5, -12, -5, -12, -5, -12, -5, -13, -5, -13, -6, -12, -6, -12, -6, -12, -7, -11, -7, -11, -7, -10, -7, -9, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -7, -10, -8, -10, -9, -10, -9, -10, -10, -10, -11, -9, -11, -9, -12, -8, -12, -8, -12, -8, -12, -8, -12, -8, -12, -8, -12, -8, -11, -8, -11, -8, -11, -9, -11, -10, -11, -10, -10, -10, -10, -11, -11, -11, -10, -12, -10, -12, -10, -12, -11]"
1757932863907,A2,24:ec:4a:04:39:15,6,5,5,0.75,15,3125,17188,5417.066666666667,3126,4665.506567232425,-47,-47,-47,-47,0.0,128,"[0, 0, -15, -4, -15, -4, -15, -3, -14, -3, -14, -3, -14, -3, -13, -2, -13, -2, -13, -1, -13, -1, -13, 0, -13, 0, -13, 1, -13, 1, -13, 1, -13, 2, -13, 2, -13, 1, -13, 1, -13, 0, -13, 0, -13, -1, -13, -1, -13, -1, -12, -2, -12, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -1, -12, -2, -13, -3, -13, -3, -13, -4, -13, -5, -13, -6, -13, -7, -13, -7, -12, -7, -13, -7, -12, -7, -12, -7, -12, -7, -12, -7, -13, -6, -12, -6, -13, -5, -13, -6, -14, -5, -14, -5, -14, -5, -14, -5, -16, -4, -15, -4, -15, -4]"
1757932865137,A2,24:ec:4a:04:39:15,6,7,7,1.05,15,3125,17188,7292.133333333333,4688,5551.238610936802,-47,-39,-46.46666666666667,-47,1.9955506062794355,128,"[0, 0, -14, -6, -14, -5, -14, -5, -13, -5, -13, -5, -13, -4, -13, -4, -13, -3, -13, -3, -12, -2, -12, -2, -12, -1, -13, -1, -13, 0, -12, 0, -13, 0, -13, 0, -13, 0, -13, -1, -13, -1, -13, -2, -13, -2, -12, -2, -12, -3, -12, -3, -11, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -2, -12, -3, -12, -4, -12, -5, -12, -5, -13, -6, -12, -7, -12, -7, -12, -8, -12, -8, -12, -8, -11, -8, -12, -8, -11, -8, -12, -7, -11, -7, -12, -7, -12, -6, -13, -6, -13, -6, -13, -6, -13, -6, -14, -5, -14, -5, -15, -5, -15, -5]"
1757932866366,A2,24:ec:4a:04:39:15,6,7,7,1.05,15,3125,17188,7292.133333333333,4688,5551.388725555275,-47,-47,-47,-47,0.0,128,"[0, 0, 1, 15, 2, 14, 2, 14, 2, 13, 2, 14, 2, 13, 2, 12, 2, 12, 3, 11, 4, 11, 4, 11, 4, 10, 5, 10, 5, 11, 5, 10, 6, 11, 6, 11, 6, 11, 5, 11, 4, 11, 4, 11, 3, 11, 3, 11, 3, 11, 2, 11, 2, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 3, 11, 2, 12, 1, 12, 1, 12, 0, 13, -1, 14, -2, 13, -2, 13, -2, 13, -2, 14, -2, 13, -2, 13, -2, 13, -2, 13, -1, 13, -1, 13, 0, 12, -1, 13, 0, 14, 0, 13, 1, 14, 1, 14, 2, 15, 2, 14, 1, 15]"
1757932867596,A2,24:ec:4a:04:39:15,6,6,6,0.9,15,3125,17188,6042.266666666666,3126,5098.7920852775405,-47,-47,-47,-47,0.0,128,"[0, 0, -14, 6, -14, 7, -13, 6, -12, 6, -13, 7, -12, 6, -12, 6, -11, 6, -10, 7, -10, 7, -9, 8, -9, 8, -8, 9, -9, 9, -8, 9, -8, 10, -9, 10, -9, 9, -9, 9, -9, 8, -10, 8, -10, 8, -10, 8, -10, 7, -10, 6, -10, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 6, -11, 6, -12, 5, -12, 5, -13, 5, -13, 4, -14, 3, -14, 2, -14, 2, -14, 2, -14, 2, -13, 2, -14, 2, -13, 2, -13, 2, -13, 4, -13, 3, -13, 4, -13, 4, -14, 5, -13, 5, -13, 5, -13, 6, -14, 7, -14, 7, -14, 6]"
1757932868827,A2,24:ec:4a:04:39:15,6,4,4,0.6,15,1563,17188,4271.333333333333,3126,3538.601638437923,-47,-47,-47,-47,0.0,128,"[0, 0, 10, 10, 10, 10, 9, 9, 10, 9, 9, 9, 9, 8, 9, 8, 9, 7, 9, 7, 10, 6, 10, 6, 10, 5, 10, 5, 10, 5, 11, 5, 11, 5, 11, 5, 11, 5, 11, 6, 10, 6, 10, 6, 10, 7, 10, 7, 9, 7, 8, 7, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 9, 7, 9, 8, 8, 8, 9, 9, 8, 9, 7, 10, 7, 11, 7, 11, 7, 11, 7, 11, 6, 11, 6, 11, 6, 11, 6, 10, 7, 10, 7, 10, 8, 10, 8, 10, 8, 10, 9, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
1757932870057,A2,24:ec:4a:04:39:15,6,3,3,0.45,15,3125,4688,3542.133333333333,3126,690.9837303117604,-47,-47,-47,-47,0.0,128,"[0, 0, -15, 4, -15, 4, -15, 4, -14, 4, -14, 4, -13, 4, -13, 5, -12, 5, -11, 5, -11, 5, -11, 6, -11, 6, -11, 6, -10, 7, -10, 7, -10, 7, -11, 7, -11, 7, -11, 8, -11, 7, -11, 6, -11, 6, -11, 5, -12, 5, -11, 4, -11, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 4, -12, 4, -12, 3, -13, 3, -13, 2, -14, 2, -14, 2, -14, 1, -14, 1, -14, 0, -14, -1, -14, -1, -14, -1, -14, 0, -14, 0, -14, 1, -14, 1, -13, 2, -14, 2, -14, 2, -14, 3, -14, 3, -15, 4, -15, 4, -15, 4, -15, 4]"
1757932873737,A2,24:ec:4a:04:39:15,6,7,7,1.05,15,3125,15626,7292.133333333333,4688,5060.261862350165,-47,-39,-46.46666666666667,-47,1.9955506062794355,128,"[0, 0, 9, 12, 8, 11, 8, 11, 8, 10, 9, 10, 8, 10, 8, 9, 9, 8, 9, 8, 9, 7, 9, 7, 9, 6, 10, 6, 10, 6, 10, 6, 10, 6, 10, 6, 11, 7, 10, 7, 10, 7, 10, 7, 9, 7, 9, 7, 9, 8, 8, 8, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 7, 9, 7, 10, 7, 10, 7, 11, 6, 12, 5, 12, 5, 12, 5, 12, 5, 12, 4, 12, 5, 12, 5, 12, 5, 12, 5, 11, 6, 11, 6, 11, 7, 11, 7, 11, 7, 11, 8, 11, 8, 11, 8, 11, 9, 12, 9, 12]"
1757932874966,A2,24:ec:4a:04:39:15,6,6,6,0.9,15,3125,17188,6667.133333333333,4688,5305.368750824227,-47,-47,-47,-47,0.0,128,"[0, 0, 14, -5, 13, -5, 14, -5, 13, -5, 13, -5, 12, -5, 12, -5, 11, -6, 11, -6, 10, -7, 10, -7, 9, -7, 9, -8, 9, -8, 9, -8, 10, -8, 9, -8, 10, -9, 10, -8, 10, -8, 10, -8, 11, -7, 10, -6, 10, -6, 10, -5, 10, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, -6, 11, -5, 11, -4, 12, -4, 12, -4, 13, -3, 13, -3, 13, -2, 13, -2, 13, -1, 13, -1, 13, -1, 13, -1, 13, -1, 13, -2, 12, -2, 13, -2, 12, -3, 13, -3, 13, -4, 13, -4, 14, -4, 13, -5, 14, -5, 14, -5, 14, -5]"
1757932876197,A2,24:ec:4a:04:39:15,6,6,6,0.9,15,3125,15626,6875.466666666666,4688,5315.5863755145165,-47,-39,-45.93333333333333,-47,2.719477073916152,128,"[0, 0, 8, 12, 8, 11, 8, 11, 8, 11, 8, 10, 8, 10, 8, 9, 8, 9, 8, 8, 9, 8, 9, 7, 9, 7, 9, 7, 10, 6, 10, 6, 10, 6, 10, 6, 10, 7, 10, 7, 10, 7, 10, 8, 9, 8, 8, 8, 8, 8, 7, 8, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 8, 8, 7, 9, 7, 10, 7, 10, 7, 11, 6, 11, 6, 12, 6, 12, 5, 12, 5, 12, 5, 12, 5, 12, 5, 12, 5, 12, 5, 11, 6, 11, 6, 11, 7, 11, 7, 11, 7, 11, 8, 11, 8, 11, 9, 11, 9, 12, 9, 12]"
1757932879894,A2,24:ec:4a:04:39:15,6,4,4,0.6,15,3125,15625,4479.733333333334,3126,3065.2385979271207,-47,-47,-47,-47,0.0,128,"[0, 0, -15, -5, -14, -5, -15, -4, -14, -4, -14, -4, -14, -3, -14, -3, -13, -2, -13, -2, -13, -1, -13, -1, -13, 0, -13, 0, -13, 1, -13, 1, -13, 1, -13, 1, -14, 1, -13, 0, -13, 0, -13, 0, -13, -1, -13, -1, -13, -2, -12, -2, -12, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -2, -12, -3, -12, -4, -13, -5, -13, -5, -13, -6, -13, -7, -13, -7, -12, -8, -12, -8, -12, -8, -12, -8, -12, -8, -12, -7, -12, -7, -12, -7, -12, -7, -12, -6, -13, -6, -13, -5, -14, -5, -14, -5, -14, -5, -15, -5, -15, -5, -15, -5]"
1757932881108,A2,24:ec:4a:04:39:15,6,8,8,1.2,15,3125,28126,8125.6,4688,7198.975628981298,-47,-47,-47,-47,0.0,128,"[0, 0, 9, -11, 9, -12, 8, -11, 8, -12, 8, -11, 8, -11, 7, -11, 6, -11, 6, -11, 5, -12, 4, -12, 4, -12, 3, -12, 3, -12, 3, -13, 3, -12, 4, -13, 3, -12, 4, -13, 4, -12, 5, -12, 5, -12, 6, -11, 6, -11, 6, -10, 6, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, -10, 6, -10, 7, -10, 8, -9, 9, -10, 9, -9, 10, -9, 10, -9, 11, -9, 11, -8, 11, -8, 11, -8, 10, -8, 10, -8, 10, -8, 10, -9, 9, -9, 9, -10, 9, -10, 9, -10, 9, -10, 9, -11, 9, -12, 9, -12, 9, -12, 9, -12]"
1757932882358,A2,24:ec:4a:04:39:15,6,4,4,0.6,15,3125,15625,4583.866666666667,3126,3043.938673641256,-47,-39,-45.93333333333333,-47,2.719477073916152,128,"[0, 0, -12, -9, -13, -9, -12, -8, -12, -8, -12, -8, -12, -8, -12, -7, -11, -6, -11, -6, -11, -5, -12, -5, -12, -4, -12, -4, -13, -4, -12, -4, -13, -3, -13, -3, -13, -4, -13, -4, -12, -5, -12, -5, -12, -5, -11, -5, -12, -6, -11, -6, -10, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -6, -11, -7, -10, -7, -11, -8, -10, -8, -10, -10, -10, -11, -9, -11, -9, -11, -9, -11, -9, -11, -9, -11, -9, -11, -9, -10, -9, -10, -10, -10, -9, -10, -10, -10, -11, -10, -11, -10, -11, -9, -12, -9, -12, -9, -13, -9, -13, -9, -13, -10]"
1757932884811,A2,24:ec:4a:04:39:15,6,5,5,0.75,15,1563,17188,5000.466666666666,3126,4535.659656053963,-47,-47,-47,-47,0.0,128,"[0, 0, 10, -10, 10, -11, 9, -11, 9, -11, 9, -11, 9, -11, 8, -10, 7, -10, 6, -10, 6, -11, 5, -11, 5, -11, 4, -11, 5, -11, 4, -12, 4, -12, 4, -13, 5, -12, 5, -12, 5, -12, 6, -11, 6, -11, 6, -11, 6, -11, 6, -10, 7, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, -10, 7, -9, 8, -9, 9, -9, 10, -9, 10, -8, 11, -8, 12, -7, 11, -7, 12, -6, 12, -7, 11, -7, 12, -7, 11, -7, 11, -7, 10, -8, 10, -8, 10, -8, 10, -8, 11, -9, 10, -9, 10, -10, 10, -10, 10, -11, 10, -11, 11, -11]"
1757932886028,A2,24:ec:4a:04:39:15,6,6,6,0.9,15,1563,17188,6667.133333333333,3126,5718.834028793709,-47,-47,-47,-47,0.0,128,"[0, 0, 13, -7, 13, -7, 12, -6, 12, -7, 11, -7, 11, -7, 10, -7, 10, -8, 9, -8, 9, -8, 9, -8, 8, -8, 8, -9, 8, -9, 8, -10, 8, -10, 8, -10, 8, -10, 8, -10, 8, -9, 8, -9, 9, -9, 9, -8, 9, -7, 9, -7, 9, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, -6, 10, -5, 11, -5, 11, -5, 12, -4, 12, -4, 12, -4, 13, -3, 13, -3, 13, -2, 13, -2, 13, -2, 13, -2, 12, -2, 12, -3, 12, -3, 12, -3, 12, -4, 12, -4, 12, -5, 12, -5, 12, -6, 13, -6, 13, -6, 13, -6, 13, -6]"
1757932889726,A2,24:ec:4a:04:39:15,6,4,4,0.6,15,3125,17188,4896.333333333333,4688,3368.9503541739655,-47,-39,-46.46666666666667,-47,1.9955506062794355,128,"[0, 0, -15, 4, -15, 4, -14, 4, -14, 4, -14, 4, -13, 4, -13, 5, -12, 5, -11, 5, -11, 6, -11, 6, -10, 6, -10, 7, -10, 7, -10, 7, -10, 8, -11, 8, -11, 8, -11, 7, -11, 7, -11, 6, -11, 6, -11, 5, -11, 5, -11, 4, -11, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 5, -11, 4, -12, 3, -12, 3, -13, 3, -14, 2, -14, 1, -14, 1, -14, 0, -14, 0, -14, 0, -14, 0, -14, 0, -14, 0, -13, 0, -13, 1, -13, 1, -13, 2, -14, 2, -14, 2, -14, 3, -14, 3, -14, 4, -15, 4, -15, 4, -14, 4]"
1757932890943,A2,24:ec:4a:04:39:15,6,5,5,0.75,15,1563,17188,5417.266666666666,3126,4734.689521206456,-47,-47,-47,-47,0.0,128,"[0, 0, -12, 9, -12, 9, -12, 9, -11, 8, -11, 9, -11, 8, -10, 9, -10, 9, -9, 9, -8, 9, -8, 9, -8, 10, -8, 10, -8, 10, -8, 10, -8, 10, -8, 10, -8, 11, -9, 10, -9, 10, -9, 9, -10, 9, -10, 8, -10, 8, -10, 7, -10, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 8, -9, 8, -10, 7, -10, 7, -11, 7, -12, 7, -12, 6, -12, 6, -13, 5, -13, 5, -12, 5, -12, 5, -12, 5, -12, 5, -12, 5, -12, 5, -12, 6, -11, 6, -12, 7, -12, 7, -12, 7, -12, 8, -12, 9, -12, 9, -12, 9, -12, 9]"
1757932892182,A2,24:ec:4a:04:39:15,6,8,8,1.2,15,6250,20313,8750.466666666667,7813,3166.4188576722163,-45,-37,-41.8,-45,3.919183588453085,128,"[0, 0, 13, -8, 13, -8, 12, -8, 13, -8, 12, -8, 11, -8, 11, -8, 10, -8, 10, -8, 9, -9, 9, -9, 9, -9, 9, -9, 8, -10, 8, -10, 8, -10, 9, -10, 8, -10, 9, -9, 9, -9, 9, -8, 9, -8, 9, -7, 9, -6, 9, -6, 9, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, -7, 9, -7, 10, -6, 10, -6, 11, -6, 11, -5, 12, -5, 12, -5, 13, -5, 13, -4, 12, -4, 12, -4, 12, -4, 12, -4, 12, -4, 12, -5, 11, -5, 12, -6, 12, -6, 12, -7, 12, -7, 12, -8, 12, -8, 13, -8, 13, -8, 13, -8]"
1757932895864,A2,24:ec:4a:04:39:15,6,8,8,1.2,15,6250,20313,8854.733333333334,7813,4294.982552803782,-46,-37,-39.2,-37,3.655133376499413,128,"[0, 0, 13, 6, 13, 6, 13, 6, 13, 6, 13, 5, 12, 5, 12, 4, 12, 4, 12, 3, 12, 3, 12, 3, 12, 2, 12, 2, 12, 1, 12, 1, 12, 1, 12, 1, 12, 2, 12, 2, 12, 2, 12, 3, 11, 3, 11, 4, 10, 4, 10, 4, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 10, 4, 10, 4, 10, 5, 11, 6, 10, 6, 11, 7, 10, 8, 10, 8, 10, 8, 10, 8, 9, 9, 10, 8, 10, 8, 10, 7, 10, 7, 10, 7, 11, 7, 11, 6, 12, 6, 12, 6, 12, 6, 13, 6, 13, 6, 13, 6, 13, 6]"
1757932897099,A2,24:ec:4a:04:39:15,6,12,12,1.8,15,6250,31250,12500.533333333333,7813,7633.226446413222,-46,-37,-39.6,-37,3.878143885933063,128,"[0, 0, 9, 12, 9, 11, 8, 11, 9, 11, 9, 10, 8, 10, 9, 9, 8, 9, 9, 8, 9, 8, 9, 7, 9, 7, 9, 6, 10, 6, 10, 6, 10, 6, 10, 7, 10, 7, 10, 7, 9, 7, 9, 7, 8, 7, 8, 8, 8, 8, 7, 8, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 8, 7, 9, 7, 9, 7, 10, 6, 10, 6, 11, 5, 11, 5, 12, 5, 12, 5, 12, 4, 12, 5, 12, 5, 11, 5, 11, 6, 11, 6, 11, 7, 11, 7, 11, 7, 11, 8, 11, 8, 11, 9, 11, 9, 11, 9, 11, 9, 11]"
1757932900786,A2,24:ec:4a:04:39:15,6,9,9,1.35,15,4688,18751,9688.266666666666,6251,5297.222158410534,-46,-38,-43.333333333333336,-46,3.7712361663282534,128,"[0, 0, -16, 1, -16, 1, -15, 1, -15, 1, -15, 1, -14, 2, -14, 2, -13, 2, -13, 3, -12, 3, -12, 4, -12, 4, -12, 4, -12, 5, -12, 5, -12, 5, -12, 5, -12, 5, -12, 4, -12, 3, -12, 3, -12, 3, -12, 3, -12, 2, -11, 1, -11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 2, -12, 2, -12, 1, -13, 0, -13, 0, -14, -1, -14, -2, -14, -2, -13, -3, -14, -2, -14, -2, -14, -2, -14, -3, -13, -2, -14, -2, -14, -1, -14, -1, -13, -1, -14, -1, -15, 0, -15, 0, -15, 0, -15, 1, -16, 2, -16, 2, -16, 1]"
1757932902017,A2,24:ec:4a:04:39:15,6,5,5,0.75,15,4688,7813,5938.066666666667,6250,846.2787142674819,-46,-38,-41.733333333333334,-38,3.991101212558871,128,"[0, 0, -13, -9, -13, -9, -13, -9, -12, -8, -13, -8, -12, -7, -12, -7, -12, -6, -12, -6, -12, -5, -12, -5, -12, -4, -12, -4, -13, -4, -12, -4, -13, -4, -12, -4, -13, -4, -13, -5, -12, -5, -12, -5, -11, -5, -11, -5, -11, -6, -10, -6, -9, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -5, -11, -6, -10, -7, -11, -7, -11, -8, -11, -9, -10, -9, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -9, -10, -10, -11, -9, -11, -9, -12, -9, -12, -9, -12, -9, -13, -8, -13, -8, -14, -8, -13, -9]"
1757932903230,A2,24:ec:4a:04:39:15,6,7,7,1.05,15,4688,20313,7708.8,6250,4686.441751834043,-46,-38,-41.2,-38,3.919183588453085,128,"[0, 0, -7, -14, -7, -14, -7, -13, -7, -13, -7, -13, -7, -12, -7, -12, -7, -11, -7, -11, -8, -11, -8, -10, -8, -10, -9, -9, -9, -9, -9, -9, -9, -9, -9, -9, -9, -10, -9, -10, -8, -10, -8, -10, -7, -10, -7, -10, -6, -10, -6, -10, -5, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -10, -6, -10, -6, -11, -5, -12, -5, -12, -5, -13, -4, -13, -4, -13, -3, -14, -3, -14, -3, -14, -3, -14, -3, -13, -3, -13, -3, -13, -4, -13, -4, -13, -5, -13, -5, -13, -6, -13, -6, -13, -7, -14, -7, -14, -7, -14, -7, -14, -7, -14]"
1757932906922,A2,24:ec:4a:04:39:15,6,8,8,1.2,15,4688,20313,8854.866666666667,6251,5249.7354583085635,-46,-38,-40.13333333333333,-38,3.5377331097124265,128,"[0, 0, 13, 6, 13, 6, 13, 6, 12, 5, 13, 5, 12, 5, 12, 5, 12, 4, 11, 4, 11, 3, 11, 2, 11, 2, 12, 1, 12, 1, 12, 1, 12, 1, 12, 1, 12, 2, 12, 2, 11, 3, 11, 3, 11, 3, 10, 4, 10, 4, 9, 4, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 10, 3, 10, 4, 11, 4, 11, 5, 11, 6, 11, 7, 10, 7, 10, 7, 10, 8, 10, 7, 10, 7, 10, 7, 10, 7, 10, 7, 10, 7, 10, 6, 11, 6, 11, 6, 12, 6, 12, 6, 13, 6, 13, 6, 13, 5, 14, 6, 14, 6]"
1757932908158,A2,24:ec:4a:04:39:15,6,7,7,1.05,15,4688,18751,7500.4,6250,4463.420792770197,-46,-38,-43.333333333333336,-46,3.7712361663282534,128,"[0, 0, -16, -2, -16, -2, -15, -2, -15, -2, -14, -2, -14, -1, -14, -1, -13, -1, -13, 0, -13, 0, -13, 1, -12, 1, -13, 1, -13, 2, -12, 2, -13, 2, -13, 2, -13, 2, -13, 1, -13, 1, -13, 0, -12, 0, -12, -1, -12, -1, -11, -1, -11, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, 0, -12, -1, -12, -1, -13, -2, -13, -3, -13, -3, -13, -4, -13, -4, -13, -5, -13, -5, -13, -5, -13, -5, -13, -5, -13, -5, -13, -5, -13, -4, -13, -4, -13, -3, -14, -3, -14, -3, -14, -3, -15, -2, -15, -2, -15, -2, -16, -2, -15, -2]"
1757932911830,A2,24:ec:4a:04:39:15,6,8,8,1.2,15,4688,29688,8438.2,6251,6348.118169452529,-46,-38,-43.333333333333336,-46,3.7712361663282534,128,"[0, 0, -11, 11, -10, 10, -11, 10, -10, 10, -10, 10, -9, 10, -9, 10, -8, 10, -8, 10, -7, 10, -7, 10, -6, 10, -6, 11, -6, 11, -5, 11, -6, 11, -6, 11, -6, 11, -6, 11, -6, 10, -7, 10, -7, 9, -7, 9, -7, 9, -7, 8, -8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 9, -7, 9, -8, 8, -9, 9, -9, 8, -10, 8, -11, 8, -11, 8, -11, 7, -11, 7, -11, 7, -11, 7, -11, 7, -11, 7, -11, 7, -11, 7, -11, 8, -10, 8, -10, 9, -10, 9, -10, 10, -10, 10, -10, 10, -10, 11, -10, 11, -10, 11]"
1757932913073,A2,24:ec:4a:04:39:15,6,7,7,1.05,15,6250,18751,7292.133333333333,6251,3107.7356787360295,-46,-38,-40.13333333333333,-38,3.5377331097124265,128,"[0, 0, -10, 12, -9, 11, -9, 11, -9, 11, -9, 11, -8, 11, -8, 10, -7, 11, -7, 11, -6, 11, -5, 11, -5, 11, -5, 11, -5, 11, -4, 11, -5, 11, -5, 11, -5, 11, -5, 11, -6, 11, -6, 10, -6, 10, -6, 9, -7, 9, -7, 8, -7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 9, -6, 10, -7, 9, -8, 10, -8, 9, -9, 9, -9, 9, -10, 9, -10, 9, -10, 8, -11, 8, -10, 8, -10, 8, -10, 8, -10, 8, -10, 9, -10, 9, -9, 9, -9, 10, -9, 10, -9, 10, -9, 11, -9, 11, -9, 12, -9, 12, -9, 12]"
1757932916755,A2,24:ec:4a:04:39:15,6,7,7,1.05,15,4688,20313,7917.2,6251,4616.436536261853,-46,-38,-40.13333333333333,-38,3.5377331097124265,128,"[0, 0, 14, 5, 13, 5, 13, 5, 13, 5, 13, 5, 12, 4, 12, 3, 12, 3, 11, 3, 11, 2, 12, 2, 12, 1, 12, 1, 12, 1, 12, 1, 12, 1, 12, 1, 12, 1, 12, 1, 12, 2, 11, 2, 11, 3, 11, 3, 10, 3, 10, 4, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 11, 2, 11, 3, 11, 4, 11, 4, 11, 5, 11, 6, 11, 6, 11, 7, 10, 7, 10, 7, 10, 7, 10, 7, 10, 7, 11, 7, 10, 6, 11, 6, 11, 5, 12, 6, 12, 5, 12, 5, 13, 5, 13, 5, 14, 5, 14, 5, 14, 5]"
